time,RASIS,,,LASIS,,,RPSIS,,,LPSIS,,,RGT,,,LGT,,,RAsho,,,RPsho,,
0,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0.571521,,,,,,,,,,,,,,,,,,,,,,,,
0.573499,,,,,,,,,,,,,,,,,,,,,,,,
0.575476,,,,,,,,,,,,,,,,,,,,,,,,
0.577454,,,,,,,,,,,,,,,,,,,,,,,,
0.579431,,,,,,,,,,,,,,,,,,,,,,,,
0.581409,,,,,,,,,,,,,,,,,,,,,,,,
0.583386,,,,,,,,,,,,,,,,,,,,,,,,
0.585364,,,,,,,,,,,,,,,,,,,,,,,,
0.587342,,,,,,,,,,,,,,,,,,,,,,,,
0.589319,,,,,,,,,,,,,,,,,,,,,,,,
0.591297,,,,,,,,,,,,,,,,,,,,,,,,
0.593274,,,,,,,,,,,,,,,,,,,,,,,,
0.595252,,,,,,,,,,,,,,,,,,,,,,,,
0.597229,,,,,,,,,,,,,,,,,,,,,,,,
0.599207,,,,,,,,,,,,,,,,,,,,,,,,
0.601185,,,,,,,,,,,,,,,,,,,,,,,,
0.603162,,,,,,,,,,,,,,,,,,,,,,,,
0.60514,,,,,,,,,,,,,,,,,,,,,,,,
0.607117,,,,,,,,,,,,,,,,,,,,,,,,
0.609095,,,,,,,,,,,,,,,,,,,,,,,,
0.611073,,,,,,,,,,,,,,,,,,,,,,,,
0.61305,,,,,,,,,,,,,,,,,,,,,,,,
0.615028,,,,,,,,,,,,,,,,,,,,,,,,
0.617005,,,,,,,,,,,,,,,,,,,,,,,,
0.618983,,,,,,,,,,,,,,,,,,,,,,,,
0.62096,,,,,,,,,,,,,,,,,,,,,,,,
0.622938,,,,,,,,,,,,,,,,,,,,,,,,
0.624916,,,,,,,,,,,,,,,,,,,,,,,,
0.626893,,,,,,,,,,,,,,,,,,,,,,,,
0.628871,,,,,,,,,,,,,,,,,,,,,,,,
0.630848,,,,,,,,,,,,,,,,,,,,,,,,
0.632826,,,,,,,,,,,,,,,,,,,,,,,,
0.634804,,,,,,,,,,,,,,,,,,,,,,,,
0.636781,,,,,,,,,,,,,,,,,,,,,,,,
0.638759,,,,,,,,,,,,,,,,,,,,,,,,
0.640736,,,,,,,,,,,,,,,,,,,,,,,,
0.642714,,,,,,,,,,,,,,,,,,,,,,,,
0.644691,,,,,,,,,,,,,,,,,,,,,,,,
0.646669,,,,,,,,,,,,,,,,,,,,,,,,
0.648647,,,,,,,,,,,,,,,,,,,,,,,,
0.650624,,,,,,,,,,,,,,,,,,,,,,,,
0.652602,,,,,,,,,,,,,,,,,,,,,,,,
0.654579,,,,,,,,,,,,,,,,,,,,,,,,
0.656557,,,,,,,,,,,,,,,,,,,,,,,,
0.658535,,,,,,,,,,,,,,,,,,,,,,,,
0.660512,,,,,,,,,,,,,,,,,,,,,,,,
0.66249,,,,,,,,,,,,,,,,,,,,,,,,
0.664467,,,,,,,,,,,,,,,,,,,,,,,,
0.666445,,,,,,,,,,,,,,,,,,,,,,,,
0.668422,,,,,,,,,,,,,,,,,,,,,,,,
0.6704,,,,,,,,,,,,,,,,,,,,,,,,
0.672378,,,,,,,,,,,,,,,,,,,,,,,,
0.674355,,,,,,,,,,,,,,,,,,,,,,,,
0.676333,,,,,,,,,,,,,,,,,,,,,,,,
0.67831,,,,,,,,,,,,,,,,,,,,,,,,
0.680288,,,,,,,,,,,,,,,,,,,,,,,,
0.682265,,,,,,,,,,,,,,,,,,,,,,,,
0.684243,,,,,,,,,,,,,,,,,,,,,,,,
0.686221,,,,,,,,,,,,,,,,,,,,,,,,
0.688198,,,,,,,,,,,,,,,,,,,,,,,,
0.690176,,,,,,,,,,,,,,,,,,,,,,,,
0.692153,,,,,,,,,,,,,,,,,,,,,,,,
0.694131,,,,,,,,,,,,,,,,,,,,,,,,
0.696109,,,,,,,,,,,,,,,,,,,,,,,,
0.698086,,,,,,,,,,,,,,,,,,,,,,,,
0.700064,,,,,,,,,,,,,,,,,,,,,,,,
0.702041,,,,,,,,,,,,,,,,,,,,,,,,
0.704019,,,,,,,,,,,,,,,,,,,,,,,,
0.705996,,,,,,,,,,,,,,,,,,,,,,,,
0.707974,,,,,,,,,,,,,,,,,,,,,,,,
0.709952,,,,,,,,,,,,,,,,,,,,,,,,
0.711929,,,,,,,,,,,,,,,,,,,,,,,,
0.713907,,,,,,,,,,,,,,,,,,,,,,,,
0.715884,,,,,,,,,,,,,,,,,,,,,,,,
0.717862,,,,,,,,,,,,,,,,,,,,,,,,
0.71984,,,,,,,,,,,,,,,,,,,,,,,,
0.721817,,,,,,,,,,,,,,,,,,,,,,,,
0.723795,,,,,,,,,,,,,,,,,,,,,,,,
0.725772,,,,,,,,,,,,,,,,,,,,,,,,
0.72775,,,,,,,,,,,,,,,,,,,,,,,,
0.729727,,,,,,,,,,,,,,,,,,,,,,,,
0.731705,,,,,,,,,,,,,,,,,,,,,,,,
0.733683,,,,,,,,,,,,,,,,,,,,,,,,
0.73566,,,,,,,,,,,,,,,,,,,,,,,,
0.737638,,,,,,,,,,,,,,,,,,,,,,,,
0.739615,,,,,,,,,,,,,,,,,,,,,,,,
0.741593,,,,,,,,,,,,,,,,,,,,,,,,
0.743571,,,,,,,,,,,,,,,,,,,,,,,,
0.745548,,,,,,,,,,,,,,,,,,,,,,,,
0.747526,,,,,,,,,,,,,,,,,,,,,,,,
0.749503,,,,,,,,,,,,,,,,,,,,,,,,
0.751481,,,,,,,,,,,,,,,,,,,,,,,,
0.753458,,,,,,,,,,,,,,,,,,,,,,,,
0.755436,,,,,,,,,,,,,,,,,,,,,,,,
0.757414,,,,,,,,,,,,,,,,,,,,,,,,
0.759391,,,,,,,,,,,,,,,,,,,,,,,,
0.761369,,,,,,,,,,,,,,,,,,,,,,,,
0.763346,,,,,,,,,,,,,,,,,,,,,,,,
0.765324,,,,,,,,,,,,,,,,,,,,,,,,
0.767301,,,,,,,,,,,,,,,,,,,,,,,,
0.769279,,,,,,,,,,,,,,,,,,,,,,,,
0.771257,,,,,,,,,,,,,,,,,,,,,,,,
0.773234,,,,,,,,,,,,,,,,,,,,,,,,
0.775212,,,,,,,,,,,,,,,,,,,,,,,,
0.777189,,,,,,,,,,,,,,,,,,,,,,,,
0.779167,,,,,,,,,,,,,,,,,,,,,,,,
0.781145,,,,,,,,,,,,,,,,,,,,,,,,
0.783122,,,,,,,,,,,,,,,,,,,,,,,,
0.7851,,,,,,,,,,,,,,,,,,,,,,,,
0.787077,,,,,,,,,,,,,,,,,,,,,,,,
0.789055,,,,,,,,,,,,,,,,,,,,,,,,
0.791032,,,,,,,,,,,,,,,,,,,,,,,,
0.79301,,,,,,,,,,,,,,,,,,,,,,,,
0.794988,,,,,,,,,,,,,,,,,,,,,,,,
0.796965,,,,,,,,,,,,,,,,,,,,,,,,
0.798943,,,,,,,,,,,,,,,,,,,,,,,,
0.80092,,,,,,,,,,,,,,,,,,,,,,,,
0.802898,,,,,,,,,,,,,,,,,,,,,,,,
0.804876,,,,,,,,,,,,,,,,,,,,,,,,
0.806853,,,,,,,,,,,,,,,,,,,,,,,,
0.808831,,,,,,,,,,,,,,,,,,,,,,,,
0.810808,,,,,,,,,,,,,,,,,,,,,,,,
0.812786,,,,,,,,,,,,,,,,,,,,,,,,
0.814763,,,,,,,,,,,,,,,,,,,,,,,,
0.816741,,,,,,,,,,,,,,,,,,,,,,,,
0.818719,,,,,,,,,,,,,,,,,,,,,,,,
0.820696,,,,,,,,,,,,,,,,,,,,,,,,
0.822674,,,,,,,,,,,,,,,,,,,,,,,,
0.824651,,,,,,,,,,,,,,,,,,,,,,,,
0.826629,,,,,,,,,,,,,,,,,,,,,,,,
0.828606,,,,,,,,,,,,,,,,,,,,,,,,
0.830584,,,,,,,,,,,,,,,,,,,,,,,,
0.832562,,,,,,,,,,,,,,,,,,,,,,,,
0.834539,,,,,,,,,,,,,,,,,,,,,,,,
0.836517,,,,,,,,,,,,,,,,,,,,,,,,
0.838494,,,,,,,,,,,,,,,,,,,,,,,,
0.840472,,,,,,,,,,,,,,,,,,,,,,,,
0.84245,,,,,,,,,,,,,,,,,,,,,,,,
0.844427,,,,,,,,,,,,,,,,,,,,,,,,
0.846405,,,,,,,,,,,,,,,,,,,,,,,,
0.848382,,,,,,,,,,,,,,,,,,,,,,,,
0.85036,,,,,,,,,,,,,,,,,,,,,,,,
0.852337,,,,,,,,,,,,,,,,,,,,,,,,
0.854315,,,,,,,,,,,,,,,,,,,,,,,,
0.856293,,,,,,,,,,,,,,,,,,,,,,,,
0.85827,,,,,,,,,,,,,,,,,,,,,,,,
0.860248,,,,,,,,,,,,,,,,,,,,,,,,
0.862225,,,,,,,,,,,,,,,,,,,,,,,,
0.864203,,,,,,,,,,,,,,,,,,,,,,,,
0.866181,,,,,,,,,,,,,,,,,,,,,,,,
0.868158,,,,,,,,,,,,,,,,,,,,,,,,
0.870136,,,,,,,,,,,,,,,,,,,,,,,,
0.872113,,,,,,,,,,,,,,,,,,,,,,,,
0.874091,,,,,,,,,,,,,,,,,,,,,,,,
0.876068,,,,,,,,,,,,,,,,,,,,,,,,
0.878046,,,,,,,,,,,,,,,,,,,,,,,,
0.880024,,,,,,,,,,,,,,,,,,,,,,,,
0.882001,,,,,,,,,,,,,,,,,,,,,,,,
0.883979,,,,,,,,,,,,,,,,,,,,,,,,
0.885956,,,,,,,,,,,,,,,,,,,,,,,,
0.887934,,,,,,,,,,,,,,,,,,,,,,,,
0.889912,,,,,,,,,,,,,,,,,,,,,,,,
0.891889,,,,,,,,,,,,,,,,,,,,,,,,
0.893867,,,,,,,,,,,,,,,,,,,,,,,,
0.895844,,,,,,,,,,,,,,,,,,,,,,,,
0.897822,,,,,,,,,,,,,,,,,,,,,,,,
0.899799,,,,,,,,,,,,,,,,,,,,,,,,
0.901777,,,,,,,,,,,,,,,,,,,,,,,,
0.903755,,,,,,,,,,,,,,,,,,,,,,,,
0.905732,,,,,,,,,,,,,,,,,,,,,,,,
0.90771,,,,,,,,,,,,,,,,,,,,,,,,
0.909687,,,,,,,,,,,,,,,,,,,,,,,,
0.911665,,,,,,,,,,,,,,,,,,,,,,,,
0.913642,,,,,,,,,,,,,,,,,,,,,,,,
0.91562,,,,,,,,,,,,,,,,,,,,,,,,
0.917598,,,,,,,,,,,,,,,,,,,,,,,,
0.919575,,,,,,,,,,,,,,,,,,,,,,,,
0.921553,,,,,,,,,,,,,,,,,,,,,,,,
0.92353,,,,,,,,,,,,,,,,,,,,,,,,
0.925508,,,,,,,,,,,,,,,,,,,,,,,,
0.927486,,,,,,,,,,,,,,,,,,,,,,,,
0.929463,,,,,,,,,,,,,,,,,,,,,,,,
0.931441,,,,,,,,,,,,,,,,,,,,,,,,
0.933418,,,,,,,,,,,,,,,,,,,,,,,,
0.935396,,,,,,,,,,,,,,,,,,,,,,,,
0.937373,,,,,,,,,,,,,,,,,,,,,,,,
0.939351,,,,,,,,,,,,,,,,,,,,,,,,
0.941329,,,,,,,,,,,,,,,,,,,,,,,,
0.943306,,,,,,,,,,,,,,,,,,,,,,,,
0.945284,,,,,,,,,,,,,,,,,,,,,,,,
0.947261,,,,,,,,,,,,,,,,,,,,,,,,
0.949239,,,,,,,,,,,,,,,,,,,,,,,,
0.951217,,,,,,,,,,,,,,,,,,,,,,,,
0.953194,,,,,,,,,,,,,,,,,,,,,,,,
0.955172,,,,,,,,,,,,,,,,,,,,,,,,
0.957149,,,,,,,,,,,,,,,,,,,,,,,,
0.959127,,,,,,,,,,,,,,,,,,,,,,,,
0.961104,,,,,,,,,,,,,,,,,,,,,,,,
0.963082,,,,,,,,,,,,,,,,,,,,,,,,
0.96506,,,,,,,,,,,,,,,,,,,,,,,,
0.967037,,,,,,,,,,,,,,,,,,,,,,,,
0.969015,,,,,,,,,,,,,,,,,,,,,,,,
0.970992,,,,,,,,,,,,,,,,,,,,,,,,
0.97297,,,,,,,,,,,,,,,,,,,,,,,,
0.974947,,,,,,,,,,,,,,,,,,,,,,,,
0.976925,,,,,,,,,,,,,,,,,,,,,,,,
0.978903,,,,,,,,,,,,,,,,,,,,,,,,
0.98088,,,,,,,,,,,,,,,,,,,,,,,,
0.982858,,,,,,,,,,,,,,,,,,,,,,,,
0.984835,,,,,,,,,,,,,,,,,,,,,,,,
0.986813,,,,,,,,,,,,,,,,,,,,,,,,
0.988791,,,,,,,,,,,,,,,,,,,,,,,,
0.990768,,,,,,,,,,,,,,,,,,,,,,,,
0.992746,,,,,,,,,,,,,,,,,,,,,,,,
0.994723,,,,,,,,,,,,,,,,,,,,,,,,
0.996701,,,,,,,,,,,,,,,,,,,,,,,,
0.998678,,,,,,,,,,,,,,,,,,,,,,,,
1.00066,,,,,,,,,,,,,,,,,,,,,,,,
1.00263,,,,,,,,,,,,,,,,,,,,,,,,
1.00461,,,,,,,,,,,,,,,,,,,,,,,,
1.00659,,,,,,,,,,,,,,,,,,,,,,,,
1.00857,,,,,,,,,,,,,,,,,,,,,,,,
1.01054,,,,,,,,,,,,,,,,,,,,,,,,
1.01252,,,,,,,,,,,,,,,,,,,,,,,,
1.0145,,,,,,,,,,,,,,,,,,,,,,,,
1.01648,,,,,,,,,,,,,,,,,,,,,,,,
1.01845,,,,,,,,,,,,,,,,,,,,,,,,
1.02043,,,,,,,,,,,,,,,,,,,,,,,,
1.02241,,,,,,,,,,,,,,,,,,,,,,,,
1.02439,,,,,,,,,,,,,,,,,,,,,,,,
1.02636,,,,,,,,,,,,,,,,,,,,,,,,
1.02834,,,,,,,,,,,,,,,,,,,,,,,,
1.03032,,,,,,,,,,,,,,,,,,,,,,,,
1.0323,,,,,,,,,,,,,,,,,,,,,,,,
1.03427,,,,,,,,,,,,,,,,,,,,,,,,
1.03625,,,,,,,,,,,,,,,,,,,,,,,,
1.03823,,,,,,,,,,,,,,,,,,,,,,,,
1.04021,,,,,,,,,,,,,,,,,,,,,,,,
1.04219,,,,,,,,,,,,,,,,,,,,,,,,
1.04416,,,,,,,,,,,,,,,,,,,,,,,,
1.04614,,,,,,,,,,,,,,,,,,,,,,,,
1.04812,,,,,,,,,,,,,,,,,,,,,,,,
1.0501,,,,,,,,,,,,,,,,,,,,,,,,
1.05207,,,,,,,,,,,,,,,,,,,,,,,,
1.05405,,,,,,,,,,,,,,,,,,,,,,,,
1.05603,,,,,,,,,,,,,,,,,,,,,,,,
1.05801,,,,,,,,,,,,,,,,,,,,,,,,
1.05998,,,,,,,,,,,,,,,,,,,,,,,,
1.06196,,,,,,,,,,,,,,,,,,,,,,,,
1.06394,,,,,,,,,,,,,,,,,,,,,,,,
1.06592,,,,,,,,,,,,,,,,,,,,,,,,
1.06789,,,,,,,,,,,,,,,,,,,,,,,,
1.06987,,,,,,,,,,,,,,,,,,,,,,,,
1.07185,,,,,,,,,,,,,,,,,,,,,,,,
1.07383,,,,,,,,,,,,,,,,,,,,,,,,
1.0758,,,,,,,,,,,,,,,,,,,,,,,,
1.07778,,,,,,,,,,,,,,,,,,,,,,,,
1.07976,,,,,,,,,,,,,,,,,,,,,,,,
1.08174,,,,,,,,,,,,,,,,,,,,,,,,
1.08371,,,,,,,,,,,,,,,,,,,,,,,,
1.08569,,,,,,,,,,,,,,,,,,,,,,,,
1.08767,,,,,,,,,,,,,,,,,,,,,,,,
1.08965,,,,,,,,,,,,,,,,,,,,,,,,
1.09162,,,,,,,,,,,,,,,,,,,,,,,,
1.0936,,,,,,,,,,,,,,,,,,,,,,,,
1.09558,,,,,,,,,,,,,,,,,,,,,,,,
1.09756,,,,,,,,,,,,,,,,,,,,,,,,
1.09954,,,,,,,,,,,,,,,,,,,,,,,,
1.10151,,,,,,,,,,,,,,,,,,,,,,,,
1.10349,,,,,,,,,,,,,,,,,,,,,,,,
1.10547,,,,,,,,,,,,,,,,,,,,,,,,
1.10745,,,,,,,,,,,,,,,,,,,,,,,,
1.10942,,,,,,,,,,,,,,,,,,,,,,,,
1.1114,,,,,,,,,,,,,,,,,,,,,,,,
1.11338,,,,,,,,,,,,,,,,,,,,,,,,
1.11536,,,,,,,,,,,,,,,,,,,,,,,,
1.11733,,,,,,,,,,,,,,,,,,,,,,,,
1.11931,,,,,,,,,,,,,,,,,,,,,,,,
1.12129,,,,,,,,,,,,,,,,,,,,,,,,
1.12327,,,,,,,,,,,,,,,,,,,,,,,,
1.12524,,,,,,,,,,,,,,,,,,,,,,,,
1.12722,,,,,,,,,,,,,,,,,,,,,,,,
1.1292,,,,,,,,,,,,,,,,,,,,,,,,
1.13118,,,,,,,,,,,,,,,,,,,,,,,,
1.13315,,,,,,,,,,,,,,,,,,,,,,,,
1.13513,,,,,,,,,,,,,,,,,,,,,,,,
1.13711,,,,,,,,,,,,,,,,,,,,,,,,
1.13909,,,,,,,,,,,,,,,,,,,,,,,,
1.14106,,,,,,,,,,,,,,,,,,,,,,,,
1.14304,,,,,,,,,,,,,,,,,,,,,,,,
1.14502,,,,,,,,,,,,,,,,,,,,,,,,
1.147,,,,,,,,,,,,,,,,,,,,,,,,
1.14897,,,,,,,,,,,,,,,,,,,,,,,,
1.15095,,,,,,,,,,,,,,,,,,,,,,,,
1.15293,,,,,,,,,,,,,,,,,,,,,,,,
1.15491,,,,,,,,,,,,,,,,,,,,,,,,
1.15688,,,,,,,,,,,,,,,,,,,,,,,,
1.15886,,,,,,,,,,,,,,,,,,,,,,,,
1.16084,,,,,,,,,,,,,,,,,,,,,,,,
1.16282,,,,,,,,,,,,,,,,,,,,,,,,
1.1648,,,,,,,,,,,,,,,,,,,,,,,,
1.16677,,,,,,,,,,,,,,,,,,,,,,,,
1.16875,,,,,,,,,,,,,,,,,,,,,,,,
1.17073,,,,,,,,,,,,,,,,,,,,,,,,
1.17271,,,,,,,,,,,,,,,,,,,,,,,,
1.17468,,,,,,,,,,,,,,,,,,,,,,,,
1.17666,,,,,,,,,,,,,,,,,,,,,,,,
1.17864,,,,,,,,,,,,,,,,,,,,,,,,
1.18062,,,,,,,,,,,,,,,,,,,,,,,,
1.18259,,,,,,,,,,,,,,,,,,,,,,,,
1.18457,,,,,,,,,,,,,,,,,,,,,,,,
1.18655,,,,,,,,,,,,,,,,,,,,,,,,
1.18853,,,,,,,,,,,,,,,,,,,,,,,,
1.1905,,,,,,,,,,,,,,,,,,,,,,,,
1.19248,,,,,,,,,,,,,,,,,,,,,,,,
1.19446,,,,,,,,,,,,,,,,,,,,,,,,
1.19644,,,,,,,,,,,,,,,,,,,,,,,,
1.19841,,,,,,,,,,,,,,,,,,,,,,,,
1.20039,,,,,,,,,,,,,,,,,,,,,,,,
1.20237,,,,,,,,,,,,,,,,,,,,,,,,
1.20435,,,,,,,,,,,,,,,,,,,,,,,,
1.20632,,,,,,,,,,,,,,,,,,,,,,,,
1.2083,,,,,,,,,,,,,,,,,,,,,,,,
1.21028,,,,,,,,,,,,,,,,,,,,,,,,
1.21226,,,,,,,,,,,,,,,,,,,,,,,,
1.21423,,,,,,,,,,,,,,,,,,,,,,,,
1.21621,,,,,,,,,,,,,,,,,,,,,,,,
1.21819,,,,,,,,,,,,,,,,,,,,,,,,
1.22017,,,,,,,,,,,,,,,,,,,,,,,,
1.22215,,,,,,,,,,,,,,,,,,,,,,,,
1.22412,,,,,,,,,,,,,,,,,,,,,,,,
1.2261,,,,,,,,,,,,,,,,,,,,,,,,
1.22808,,,,,,,,,,,,,,,,,,,,,,,,
1.23006,,,,,,,,,,,,,,,,,,,,,,,,
1.23203,,,,,,,,,,,,,,,,,,,,,,,,
1.23401,,,,,,,,,,,,,,,,,,,,,,,,
1.23599,,,,,,,,,,,,,,,,,,,,,,,,
1.23797,,,,,,,,,,,,,,,,,,,,,,,,
1.23994,,,,,,,,,,,,,,,,,,,,,,,,
1.24192,,,,,,,,,,,,,,,,,,,,,,,,
1.2439,,,,,,,,,,,,,,,,,,,,,,,,
1.24588,,,,,,,,,,,,,,,,,,,,,,,,
1.24785,,,,,,,,,,,,,,,,,,,,,,,,
1.24983,,,,,,,,,,,,,,,,,,,,,,,,
1.25181,,,,,,,,,,,,,,,,,,,,,,,,
1.25379,,,,,,,,,,,,,,,,,,,,,,,,
1.25576,,,,,,,,,,,,,,,,,,,,,,,,
1.25774,,,,,,,,,,,,,,,,,,,,,,,,
1.25972,,,,,,,,,,,,,,,,,,,,,,,,
1.2617,,,,,,,,,,,,,,,,,,,,,,,,
1.26367,,,,,,,,,,,,,,,,,,,,,,,,
1.26565,,,,,,,,,,,,,,,,,,,,,,,,
1.26763,,,,,,,,,,,,,,,,,,,,,,,,
1.26961,,,,,,,,,,,,,,,,,,,,,,,,
1.27158,,,,,,,,,,,,,,,,,,,,,,,,
1.27356,,,,,,,,,,,,,,,,,,,,,,,,
1.27554,,,,,,,,,,,,,,,,,,,,,,,,
1.27752,,,,,,,,,,,,,,,,,,,,,,,,
1.27949,,,,,,,,,,,,,,,,,,,,,,,,
1.28147,,,,,,,,,,,,,,,,,,,,,,,,
1.28345,,,,,,,,,,,,,,,,,,,,,,,,
1.28543,,,,,,,,,,,,,,,,,,,,,,,,
1.28741,,,,,,,,,,,,,,,,,,,,,,,,
1.28938,,,,,,,,,,,,,,,,,,,,,,,,
1.29136,,,,,,,,,,,,,,,,,,,,,,,,
1.29334,,,,,,,,,,,,,,,,,,,,,,,,
1.29532,,,,,,,,,,,,,,,,,,,,,,,,
1.29729,,,,,,,,,,,,,,,,,,,,,,,,
1.29927,,,,,,,,,,,,,,,,,,,,,,,,
1.30125,,,,,,,,,,,,,,,,,,,,,,,,
1.30323,,,,,,,,,,,,,,,,,,,,,,,,
1.3052,,,,,,,,,,,,,,,,,,,,,,,,
1.30718,,,,,,,,,,,,,,,,,,,,,,,,
1.30916,,,,,,,,,,,,,,,,,,,,,,,,
1.31114,,,,,,,,,,,,,,,,,,,,,,,,
1.31311,,,,,,,,,,,,,,,,,,,,,,,,
1.31509,,,,,,,,,,,,,,,,,,,,,,,,
1.31707,,,,,,,,,,,,,,,,,,,,,,,,
1.31905,,,,,,,,,,,,,,,,,,,,,,,,
1.32102,,,,,,,,,,,,,,,,,,,,,,,,
1.323,,,,,,,,,,,,,,,,,,,,,,,,
1.32498,,,,,,,,,,,,,,,,,,,,,,,,
1.32696,,,,,,,,,,,,,,,,,,,,,,,,
1.32893,,,,,,,,,,,,,,,,,,,,,,,,
1.33091,,,,,,,,,,,,,,,,,,,,,,,,
1.33289,,,,,,,,,,,,,,,,,,,,,,,,
1.33487,,,,,,,,,,,,,,,,,,,,,,,,
1.33684,,,,,,,,,,,,,,,,,,,,,,,,
1.33882,,,,,,,,,,,,,,,,,,,,,,,,
1.3408,,,,,,,,,,,,,,,,,,,,,,,,
1.34278,,,,,,,,,,,,,,,,,,,,,,,,
1.34476,,,,,,,,,,,,,,,,,,,,,,,,
1.34673,,,,,,,,,,,,,,,,,,,,,,,,
1.34871,,,,,,,,,,,,,,,,,,,,,,,,
1.35069,,,,,,,,,,,,,,,,,,,,,,,,
1.35267,,,,,,,,,,,,,,,,,,,,,,,,
1.35464,,,,,,,,,,,,,,,,,,,,,,,,
1.35662,,,,,,,,,,,,,,,,,,,,,,,,
1.3586,,,,,,,,,,,,,,,,,,,,,,,,
1.36058,,,,,,,,,,,,,,,,,,,,,,,,
1.36255,,,,,,,,,,,,,,,,,,,,,,,,
1.36453,,,,,,,,,,,,,,,,,,,,,,,,
1.36651,,,,,,,,,,,,,,,,,,,,,,,,
1.36849,,,,,,,,,,,,,,,,,,,,,,,,
1.37046,,,,,,,,,,,,,,,,,,,,,,,,
1.37244,,,,,,,,,,,,,,,,,,,,,,,,
1.37442,,,,,,,,,,,,,,,,,,,,,,,,
1.3764,,,,,,,,,,,,,,,,,,,,,,,,
1.37837,,,,,,,,,,,,,,,,,,,,,,,,
1.38035,,,,,,,,,,,,,,,,,,,,,,,,
1.38233,,,,,,,,,,,,,,,,,,,,,,,,
1.38431,,,,,,,,,,,,,,,,,,,,,,,,
1.38628,,,,,,,,,,,,,,,,,,,,,,,,
1.38826,,,,,,,,,,,,,,,,,,,,,,,,
1.39024,,,,,,,,,,,,,,,,,,,,,,,,
1.39222,,,,,,,,,,,,,,,,,,,,,,,,
1.39419,,,,,,,,,,,,,,,,,,,,,,,,
1.39617,,,,,,,,,,,,,,,,,,,,,,,,
1.39815,,,,,,,,,,,,,,,,,,,,,,,,
1.40013,,,,,,,,,,,,,,,,,,,,,,,,
1.40211,,,,,,,,,,,,,,,,,,,,,,,,
1.40408,,,,,,,,,,,,,,,,,,,,,,,,
1.40606,,,,,,,,,,,,,,,,,,,,,,,,
1.40804,,,,,,,,,,,,,,,,,,,,,,,,
1.41002,,,,,,,,,,,,,,,,,,,,,,,,
1.41199,,,,,,,,,,,,,,,,,,,,,,,,
1.41397,,,,,,,,,,,,,,,,,,,,,,,,
1.41595,,,,,,,,,,,,,,,,,,,,,,,,
1.41793,,,,,,,,,,,,,,,,,,,,,,,,
1.4199,,,,,,,,,,,,,,,,,,,,,,,,
1.42188,,,,,,,,,,,,,,,,,,,,,,,,
1.42386,,,,,,,,,,,,,,,,,,,,,,,,
1.42584,,,,,,,,,,,,,,,,,,,,,,,,
1.42781,,,,,,,,,,,,,,,,,,,,,,,,
1.42979,,,,,,,,,,,,,,,,,,,,,,,,
1.43177,,,,,,,,,,,,,,,,,,,,,,,,
1.43375,,,,,,,,,,,,,,,,,,,,,,,,
1.43572,,,,,,,,,,,,,,,,,,,,,,,,
1.4377,,,,,,,,,,,,,,,,,,,,,,,,
1.43968,,,,,,,,,,,,,,,,,,,,,,,,
1.44166,,,,,,,,,,,,,,,,,,,,,,,,
1.44363,,,,,,,,,,,,,,,,,,,,,,,,
1.44561,,,,,,,,,,,,,,,,,,,,,,,,
1.44759,,,,,,,,,,,,,,,,,,,,,,,,
1.44957,,,,,,,,,,,,,,,,,,,,,,,,
1.45154,,,,,,,,,,,,,,,,,,,,,,,,
1.45352,,,,,,,,,,,,,,,,,,,,,,,,
1.4555,,,,,,,,,,,,,,,,,,,,,,,,
1.45748,,,,,,,,,,,,,,,,,,,,,,,,
1.45945,,,,,,,,,,,,,,,,,,,,,,,,
1.46143,,,,,,,,,,,,,,,,,,,,,,,,
1.46341,,,,,,,,,,,,,,,,,,,,,,,,
1.46539,,,,,,,,,,,,,,,,,,,,,,,,
1.46737,,,,,,,,,,,,,,,,,,,,,,,,
1.46934,,,,,,,,,,,,,,,,,,,,,,,,
1.47132,,,,,,,,,,,,,,,,,,,,,,,,
1.4733,,,,,,,,,,,,,,,,,,,,,,,,
1.47528,,,,,,,,,,,,,,,,,,,,,,,,
1.47725,,,,,,,,,,,,,,,,,,,,,,,,
1.47923,,,,,,,,,,,,,,,,,,,,,,,,
1.48121,,,,,,,,,,,,,,,,,,,,,,,,
1.48319,,,,,,,,,,,,,,,,,,,,,,,,
1.48516,,,,,,,,,,,,,,,,,,,,,,,,
1.48714,,,,,,,,,,,,,,,,,,,,,,,,
1.48912,,,,,,,,,,,,,,,,,,,,,,,,
1.4911,,,,,,,,,,,,,,,,,,,,,,,,
1.49307,,,,,,,,,,,,,,,,,,,,,,,,
1.49505,,,,,,,,,,,,,,,,,,,,,,,,
1.49703,,,,,,,,,,,,,,,,,,,,,,,,
1.49901,,,,,,,,,,,,,,,,,,,,,,,,
1.50098,,,,,,,,,,,,,,,,,,,,,,,,
1.50296,,,,,,,,,,,,,,,,,,,,,,,,
1.50494,,,,,,,,,,,,,,,,,,,,,,,,
1.50692,,,,,,,,,,,,,,,,,,,,,,,,
1.50889,,,,,,,,,,,,,,,,,,,,,,,,
1.51087,,,,,,,,,,,,,,,,,,,,,,,,
1.51285,,,,,,,,,,,,,,,,,,,,,,,,
1.51483,,,,,,,,,,,,,,,,,,,,,,,,
