time,RASIS,,,LASIS,,,RPSIS,,,LPSIS,,,RGT,,,LGT,,,RAsho,,,RPsho,,
0,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1.5168,,,,,,,,,,,,,,,,,,,,,,,,
1.51878,,,,,,,,,,,,,,,,,,,,,,,,
1.52076,,,,,,,,,,,,,,,,,,,,,,,,
1.52274,,,,,,,,,,,,,,,,,,,,,,,,
1.52472,,,,,,,,,,,,,,,,,,,,,,,,
1.52669,,,,,,,,,,,,,,,,,,,,,,,,
1.52867,,,,,,,,,,,,,,,,,,,,,,,,
1.53065,,,,,,,,,,,,,,,,,,,,,,,,
1.53263,,,,,,,,,,,,,,,,,,,,,,,,
1.5346,,,,,,,,,,,,,,,,,,,,,,,,
1.53658,,,,,,,,,,,,,,,,,,,,,,,,
1.53856,,,,,,,,,,,,,,,,,,,,,,,,
1.54054,,,,,,,,,,,,,,,,,,,,,,,,
1.54251,,,,,,,,,,,,,,,,,,,,,,,,
1.54449,,,,,,,,,,,,,,,,,,,,,,,,
1.54647,,,,,,,,,,,,,,,,,,,,,,,,
1.54845,,,,,,,,,,,,,,,,,,,,,,,,
1.55042,,,,,,,,,,,,,,,,,,,,,,,,
1.5524,,,,,,,,,,,,,,,,,,,,,,,,
1.55438,,,,,,,,,,,,,,,,,,,,,,,,
1.55636,,,,,,,,,,,,,,,,,,,,,,,,
1.55833,,,,,,,,,,,,,,,,,,,,,,,,
1.56031,,,,,,,,,,,,,,,,,,,,,,,,
1.56229,,,,,,,,,,,,,,,,,,,,,,,,
1.56427,,,,,,,,,,,,,,,,,,,,,,,,
1.56624,,,,,,,,,,,,,,,,,,,,,,,,
1.56822,,,,,,,,,,,,,,,,,,,,,,,,
1.5702,,,,,,,,,,,,,,,,,,,,,,,,
1.57218,,,,,,,,,,,,,,,,,,,,,,,,
1.57415,,,,,,,,,,,,,,,,,,,,,,,,
1.57613,,,,,,,,,,,,,,,,,,,,,,,,
1.57811,,,,,,,,,,,,,,,,,,,,,,,,
1.58009,,,,,,,,,,,,,,,,,,,,,,,,
1.58206,,,,,,,,,,,,,,,,,,,,,,,,
1.58404,,,,,,,,,,,,,,,,,,,,,,,,
1.58602,,,,,,,,,,,,,,,,,,,,,,,,
1.588,,,,,,,,,,,,,,,,,,,,,,,,
1.58998,,,,,,,,,,,,,,,,,,,,,,,,
1.59195,,,,,,,,,,,,,,,,,,,,,,,,
1.59393,,,,,,,,,,,,,,,,,,,,,,,,
1.59591,,,,,,,,,,,,,,,,,,,,,,,,
1.59789,,,,,,,,,,,,,,,,,,,,,,,,
1.59986,,,,,,,,,,,,,,,,,,,,,,,,
1.60184,,,,,,,,,,,,,,,,,,,,,,,,
1.60382,,,,,,,,,,,,,,,,,,,,,,,,
1.6058,,,,,,,,,,,,,,,,,,,,,,,,
1.60777,,,,,,,,,,,,,,,,,,,,,,,,
1.60975,,,,,,,,,,,,,,,,,,,,,,,,
1.61173,,,,,,,,,,,,,,,,,,,,,,,,
1.61371,,,,,,,,,,,,,,,,,,,,,,,,
1.61568,,,,,,,,,,,,,,,,,,,,,,,,
1.61766,,,,,,,,,,,,,,,,,,,,,,,,
1.61964,,,,,,,,,,,,,,,,,,,,,,,,
1.62162,,,,,,,,,,,,,,,,,,,,,,,,
1.62359,,,,,,,,,,,,,,,,,,,,,,,,
1.62557,,,,,,,,,,,,,,,,,,,,,,,,
1.62755,,,,,,,,,,,,,,,,,,,,,,,,
1.62953,,,,,,,,,,,,,,,,,,,,,,,,
1.6315,,,,,,,,,,,,,,,,,,,,,,,,
1.63348,,,,,,,,,,,,,,,,,,,,,,,,
1.63546,,,,,,,,,,,,,,,,,,,,,,,,
1.63744,,,,,,,,,,,,,,,,,,,,,,,,
1.63941,,,,,,,,,,,,,,,,,,,,,,,,
1.64139,,,,,,,,,,,,,,,,,,,,,,,,
1.64337,,,,,,,,,,,,,,,,,,,,,,,,
1.64535,,,,,,,,,,,,,,,,,,,,,,,,
1.64733,,,,,,,,,,,,,,,,,,,,,,,,
1.6493,,,,,,,,,,,,,,,,,,,,,,,,
1.65128,,,,,,,,,,,,,,,,,,,,,,,,
1.65326,,,,,,,,,,,,,,,,,,,,,,,,
1.65524,,,,,,,,,,,,,,,,,,,,,,,,
1.65721,,,,,,,,,,,,,,,,,,,,,,,,
1.65919,,,,,,,,,,,,,,,,,,,,,,,,
1.66117,,,,,,,,,,,,,,,,,,,,,,,,
1.66315,,,,,,,,,,,,,,,,,,,,,,,,
1.66512,,,,,,,,,,,,,,,,,,,,,,,,
1.6671,,,,,,,,,,,,,,,,,,,,,,,,
1.66908,,,,,,,,,,,,,,,,,,,,,,,,
1.67106,,,,,,,,,,,,,,,,,,,,,,,,
1.67303,,,,,,,,,,,,,,,,,,,,,,,,
1.67501,,,,,,,,,,,,,,,,,,,,,,,,
1.67699,,,,,,,,,,,,,,,,,,,,,,,,
1.67897,,,,,,,,,,,,,,,,,,,,,,,,
1.68094,,,,,,,,,,,,,,,,,,,,,,,,
1.68292,,,,,,,,,,,,,,,,,,,,,,,,
1.6849,,,,,,,,,,,,,,,,,,,,,,,,
1.68688,,,,,,,,,,,,,,,,,,,,,,,,
1.68885,,,,,,,,,,,,,,,,,,,,,,,,
1.69083,,,,,,,,,,,,,,,,,,,,,,,,
1.69281,,,,,,,,,,,,,,,,,,,,,,,,
1.69479,,,,,,,,,,,,,,,,,,,,,,,,
1.69676,,,,,,,,,,,,,,,,,,,,,,,,
1.69874,,,,,,,,,,,,,,,,,,,,,,,,
1.70072,,,,,,,,,,,,,,,,,,,,,,,,
1.7027,,,,,,,,,,,,,,,,,,,,,,,,
1.70467,,,,,,,,,,,,,,,,,,,,,,,,
1.70665,,,,,,,,,,,,,,,,,,,,,,,,
1.70863,,,,,,,,,,,,,,,,,,,,,,,,
1.71061,,,,,,,,,,,,,,,,,,,,,,,,
1.71259,,,,,,,,,,,,,,,,,,,,,,,,
1.71456,,,,,,,,,,,,,,,,,,,,,,,,
1.71654,,,,,,,,,,,,,,,,,,,,,,,,
1.71852,,,,,,,,,,,,,,,,,,,,,,,,
1.7205,,,,,,,,,,,,,,,,,,,,,,,,
1.72247,,,,,,,,,,,,,,,,,,,,,,,,
1.72445,,,,,,,,,,,,,,,,,,,,,,,,
1.72643,,,,,,,,,,,,,,,,,,,,,,,,
1.72841,,,,,,,,,,,,,,,,,,,,,,,,
1.73038,,,,,,,,,,,,,,,,,,,,,,,,
1.73236,,,,,,,,,,,,,,,,,,,,,,,,
1.73434,,,,,,,,,,,,,,,,,,,,,,,,
1.73632,,,,,,,,,,,,,,,,,,,,,,,,
1.73829,,,,,,,,,,,,,,,,,,,,,,,,
1.74027,,,,,,,,,,,,,,,,,,,,,,,,
1.74225,,,,,,,,,,,,,,,,,,,,,,,,
1.74423,,,,,,,,,,,,,,,,,,,,,,,,
1.7462,,,,,,,,,,,,,,,,,,,,,,,,
1.74818,,,,,,,,,,,,,,,,,,,,,,,,
1.75016,,,,,,,,,,,,,,,,,,,,,,,,
1.75214,,,,,,,,,,,,,,,,,,,,,,,,
1.75411,,,,,,,,,,,,,,,,,,,,,,,,
1.75609,,,,,,,,,,,,,,,,,,,,,,,,
1.75807,,,,,,,,,,,,,,,,,,,,,,,,
1.76005,,,,,,,,,,,,,,,,,,,,,,,,
1.76202,,,,,,,,,,,,,,,,,,,,,,,,
1.764,,,,,,,,,,,,,,,,,,,,,,,,
1.76598,,,,,,,,,,,,,,,,,,,,,,,,
1.76796,,,,,,,,,,,,,,,,,,,,,,,,
1.76994,,,,,,,,,,,,,,,,,,,,,,,,
1.77191,,,,,,,,,,,,,,,,,,,,,,,,
1.77389,,,,,,,,,,,,,,,,,,,,,,,,
1.77587,,,,,,,,,,,,,,,,,,,,,,,,
1.77785,,,,,,,,,,,,,,,,,,,,,,,,
1.77982,,,,,,,,,,,,,,,,,,,,,,,,
1.7818,,,,,,,,,,,,,,,,,,,,,,,,
1.78378,,,,,,,,,,,,,,,,,,,,,,,,
1.78576,,,,,,,,,,,,,,,,,,,,,,,,
1.78773,,,,,,,,,,,,,,,,,,,,,,,,
1.78971,,,,,,,,,,,,,,,,,,,,,,,,
1.79169,,,,,,,,,,,,,,,,,,,,,,,,
1.79367,,,,,,,,,,,,,,,,,,,,,,,,
1.79564,,,,,,,,,,,,,,,,,,,,,,,,
1.79762,,,,,,,,,,,,,,,,,,,,,,,,
1.7996,,,,,,,,,,,,,,,,,,,,,,,,
1.80158,,,,,,,,,,,,,,,,,,,,,,,,
1.80355,,,,,,,,,,,,,,,,,,,,,,,,
1.80553,,,,,,,,,,,,,,,,,,,,,,,,
1.80751,,,,,,,,,,,,,,,,,,,,,,,,
1.80949,,,,,,,,,,,,,,,,,,,,,,,,
1.81146,,,,,,,,,,,,,,,,,,,,,,,,
1.81344,,,,,,,,,,,,,,,,,,,,,,,,
1.81542,,,,,,,,,,,,,,,,,,,,,,,,
1.8174,,,,,,,,,,,,,,,,,,,,,,,,
1.81937,,,,,,,,,,,,,,,,,,,,,,,,
1.82135,,,,,,,,,,,,,,,,,,,,,,,,
1.82333,,,,,,,,,,,,,,,,,,,,,,,,
1.82531,,,,,,,,,,,,,,,,,,,,,,,,
1.82728,,,,,,,,,,,,,,,,,,,,,,,,
1.82926,,,,,,,,,,,,,,,,,,,,,,,,
1.83124,,,,,,,,,,,,,,,,,,,,,,,,
1.83322,,,,,,,,,,,,,,,,,,,,,,,,
1.8352,,,,,,,,,,,,,,,,,,,,,,,,
1.83717,,,,,,,,,,,,,,,,,,,,,,,,
1.83915,,,,,,,,,,,,,,,,,,,,,,,,
1.84113,,,,,,,,,,,,,,,,,,,,,,,,
1.84311,,,,,,,,,,,,,,,,,,,,,,,,
1.84508,,,,,,,,,,,,,,,,,,,,,,,,
1.84706,,,,,,,,,,,,,,,,,,,,,,,,
1.84904,,,,,,,,,,,,,,,,,,,,,,,,
1.85102,,,,,,,,,,,,,,,,,,,,,,,,
1.85299,,,,,,,,,,,,,,,,,,,,,,,,
1.85497,,,,,,,,,,,,,,,,,,,,,,,,
1.85695,,,,,,,,,,,,,,,,,,,,,,,,
1.85893,,,,,,,,,,,,,,,,,,,,,,,,
1.8609,,,,,,,,,,,,,,,,,,,,,,,,
1.86288,,,,,,,,,,,,,,,,,,,,,,,,
1.86486,,,,,,,,,,,,,,,,,,,,,,,,
1.86684,,,,,,,,,,,,,,,,,,,,,,,,
1.86881,,,,,,,,,,,,,,,,,,,,,,,,
1.87079,,,,,,,,,,,,,,,,,,,,,,,,
1.87277,,,,,,,,,,,,,,,,,,,,,,,,
1.87475,,,,,,,,,,,,,,,,,,,,,,,,
1.87672,,,,,,,,,,,,,,,,,,,,,,,,
1.8787,,,,,,,,,,,,,,,,,,,,,,,,
1.88068,,,,,,,,,,,,,,,,,,,,,,,,
1.88266,,,,,,,,,,,,,,,,,,,,,,,,
1.88463,,,,,,,,,,,,,,,,,,,,,,,,
1.88661,,,,,,,,,,,,,,,,,,,,,,,,
1.88859,,,,,,,,,,,,,,,,,,,,,,,,
1.89057,,,,,,,,,,,,,,,,,,,,,,,,
1.89255,,,,,,,,,,,,,,,,,,,,,,,,
1.89452,,,,,,,,,,,,,,,,,,,,,,,,
1.8965,,,,,,,,,,,,,,,,,,,,,,,,
1.89848,,,,,,,,,,,,,,,,,,,,,,,,
1.90046,,,,,,,,,,,,,,,,,,,,,,,,
1.90243,,,,,,,,,,,,,,,,,,,,,,,,
1.90441,,,,,,,,,,,,,,,,,,,,,,,,
1.90639,,,,,,,,,,,,,,,,,,,,,,,,
1.90837,,,,,,,,,,,,,,,,,,,,,,,,
1.91034,,,,,,,,,,,,,,,,,,,,,,,,
1.91232,,,,,,,,,,,,,,,,,,,,,,,,
1.9143,,,,,,,,,,,,,,,,,,,,,,,,
1.91628,,,,,,,,,,,,,,,,,,,,,,,,
1.91825,,,,,,,,,,,,,,,,,,,,,,,,
1.92023,,,,,,,,,,,,,,,,,,,,,,,,
1.92221,,,,,,,,,,,,,,,,,,,,,,,,
1.92419,,,,,,,,,,,,,,,,,,,,,,,,
1.92616,,,,,,,,,,,,,,,,,,,,,,,,
1.92814,,,,,,,,,,,,,,,,,,,,,,,,
1.93012,,,,,,,,,,,,,,,,,,,,,,,,
1.9321,,,,,,,,,,,,,,,,,,,,,,,,
1.93407,,,,,,,,,,,,,,,,,,,,,,,,
1.93605,,,,,,,,,,,,,,,,,,,,,,,,
1.93803,,,,,,,,,,,,,,,,,,,,,,,,
1.94001,,,,,,,,,,,,,,,,,,,,,,,,
1.94198,,,,,,,,,,,,,,,,,,,,,,,,
1.94396,,,,,,,,,,,,,,,,,,,,,,,,
1.94594,,,,,,,,,,,,,,,,,,,,,,,,
1.94792,,,,,,,,,,,,,,,,,,,,,,,,
1.94989,,,,,,,,,,,,,,,,,,,,,,,,
1.95187,,,,,,,,,,,,,,,,,,,,,,,,
1.95385,,,,,,,,,,,,,,,,,,,,,,,,
1.95583,,,,,,,,,,,,,,,,,,,,,,,,
1.95781,,,,,,,,,,,,,,,,,,,,,,,,
1.95978,,,,,,,,,,,,,,,,,,,,,,,,
1.96176,,,,,,,,,,,,,,,,,,,,,,,,
1.96374,,,,,,,,,,,,,,,,,,,,,,,,
1.96572,,,,,,,,,,,,,,,,,,,,,,,,
1.96769,,,,,,,,,,,,,,,,,,,,,,,,
1.96967,,,,,,,,,,,,,,,,,,,,,,,,
1.97165,,,,,,,,,,,,,,,,,,,,,,,,
1.97363,,,,,,,,,,,,,,,,,,,,,,,,
1.9756,,,,,,,,,,,,,,,,,,,,,,,,
1.97758,,,,,,,,,,,,,,,,,,,,,,,,
1.97956,,,,,,,,,,,,,,,,,,,,,,,,
1.98154,,,,,,,,,,,,,,,,,,,,,,,,
1.98351,,,,,,,,,,,,,,,,,,,,,,,,
1.98549,,,,,,,,,,,,,,,,,,,,,,,,
1.98747,,,,,,,,,,,,,,,,,,,,,,,,
1.98945,,,,,,,,,,,,,,,,,,,,,,,,
1.99142,,,,,,,,,,,,,,,,,,,,,,,,
1.9934,,,,,,,,,,,,,,,,,,,,,,,,
1.99538,,,,,,,,,,,,,,,,,,,,,,,,
1.99736,,,,,,,,,,,,,,,,,,,,,,,,
1.99933,,,,,,,,,,,,,,,,,,,,,,,,
2.00131,,,,,,,,,,,,,,,,,,,,,,,,
2.00329,,,,,,,,,,,,,,,,,,,,,,,,
2.00527,,,,,,,,,,,,,,,,,,,,,,,,
2.00724,,,,,,,,,,,,,,,,,,,,,,,,
2.00922,,,,,,,,,,,,,,,,,,,,,,,,
2.0112,,,,,,,,,,,,,,,,,,,,,,,,
2.01318,,,,,,,,,,,,,,,,,,,,,,,,
2.01516,,,,,,,,,,,,,,,,,,,,,,,,
2.01713,,,,,,,,,,,,,,,,,,,,,,,,
2.01911,,,,,,,,,,,,,,,,,,,,,,,,
2.02109,,,,,,,,,,,,,,,,,,,,,,,,
2.02307,,,,,,,,,,,,,,,,,,,,,,,,
2.02504,,,,,,,,,,,,,,,,,,,,,,,,
2.02702,,,,,,,,,,,,,,,,,,,,,,,,
2.029,,,,,,,,,,,,,,,,,,,,,,,,
2.03098,,,,,,,,,,,,,,,,,,,,,,,,
2.03295,,,,,,,,,,,,,,,,,,,,,,,,
2.03493,,,,,,,,,,,,,,,,,,,,,,,,
2.03691,,,,,,,,,,,,,,,,,,,,,,,,
2.03889,,,,,,,,,,,,,,,,,,,,,,,,
2.04086,,,,,,,,,,,,,,,,,,,,,,,,
2.04284,,,,,,,,,,,,,,,,,,,,,,,,
2.04482,,,,,,,,,,,,,,,,,,,,,,,,
2.0468,,,,,,,,,,,,,,,,,,,,,,,,
2.04877,,,,,,,,,,,,,,,,,,,,,,,,
2.05075,,,,,,,,,,,,,,,,,,,,,,,,
2.05273,,,,,,,,,,,,,,,,,,,,,,,,
2.05471,,,,,,,,,,,,,,,,,,,,,,,,
2.05668,,,,,,,,,,,,,,,,,,,,,,,,
2.05866,,,,,,,,,,,,,,,,,,,,,,,,
2.06064,,,,,,,,,,,,,,,,,,,,,,,,
2.06262,,,,,,,,,,,,,,,,,,,,,,,,
2.06459,,,,,,,,,,,,,,,,,,,,,,,,
2.06657,,,,,,,,,,,,,,,,,,,,,,,,
2.06855,,,,,,,,,,,,,,,,,,,,,,,,
2.07053,,,,,,,,,,,,,,,,,,,,,,,,
2.07251,,,,,,,,,,,,,,,,,,,,,,,,
2.07448,,,,,,,,,,,,,,,,,,,,,,,,
2.07646,,,,,,,,,,,,,,,,,,,,,,,,
2.07844,,,,,,,,,,,,,,,,,,,,,,,,
2.08042,,,,,,,,,,,,,,,,,,,,,,,,
2.08239,,,,,,,,,,,,,,,,,,,,,,,,
2.08437,,,,,,,,,,,,,,,,,,,,,,,,
2.08635,,,,,,,,,,,,,,,,,,,,,,,,
2.08833,,,,,,,,,,,,,,,,,,,,,,,,
2.0903,,,,,,,,,,,,,,,,,,,,,,,,
2.09228,,,,,,,,,,,,,,,,,,,,,,,,
2.09426,,,,,,,,,,,,,,,,,,,,,,,,
2.09624,,,,,,,,,,,,,,,,,,,,,,,,
2.09821,,,,,,,,,,,,,,,,,,,,,,,,
2.10019,,,,,,,,,,,,,,,,,,,,,,,,
2.10217,,,,,,,,,,,,,,,,,,,,,,,,
2.10415,,,,,,,,,,,,,,,,,,,,,,,,
2.10612,,,,,,,,,,,,,,,,,,,,,,,,
2.1081,,,,,,,,,,,,,,,,,,,,,,,,
2.11008,,,,,,,,,,,,,,,,,,,,,,,,
2.11206,,,,,,,,,,,,,,,,,,,,,,,,
2.11403,,,,,,,,,,,,,,,,,,,,,,,,
2.11601,,,,,,,,,,,,,,,,,,,,,,,,
2.11799,,,,,,,,,,,,,,,,,,,,,,,,
2.11997,,,,,,,,,,,,,,,,,,,,,,,,
2.12194,,,,,,,,,,,,,,,,,,,,,,,,
2.12392,,,,,,,,,,,,,,,,,,,,,,,,
2.1259,,,,,,,,,,,,,,,,,,,,,,,,
2.12788,,,,,,,,,,,,,,,,,,,,,,,,
2.12985,,,,,,,,,,,,,,,,,,,,,,,,
2.13183,,,,,,,,,,,,,,,,,,,,,,,,
2.13381,,,,,,,,,,,,,,,,,,,,,,,,
2.13579,,,,,,,,,,,,,,,,,,,,,,,,
2.13777,,,,,,,,,,,,,,,,,,,,,,,,
2.13974,,,,,,,,,,,,,,,,,,,,,,,,
2.14172,,,,,,,,,,,,,,,,,,,,,,,,
2.1437,,,,,,,,,,,,,,,,,,,,,,,,
2.14568,,,,,,,,,,,,,,,,,,,,,,,,
2.14765,,,,,,,,,,,,,,,,,,,,,,,,
2.14963,,,,,,,,,,,,,,,,,,,,,,,,
2.15161,,,,,,,,,,,,,,,,,,,,,,,,
2.15359,,,,,,,,,,,,,,,,,,,,,,,,
2.15556,,,,,,,,,,,,,,,,,,,,,,,,
2.15754,,,,,,,,,,,,,,,,,,,,,,,,
2.15952,,,,,,,,,,,,,,,,,,,,,,,,
2.1615,,,,,,,,,,,,,,,,,,,,,,,,
2.16347,,,,,,,,,,,,,,,,,,,,,,,,
2.16545,,,,,,,,,,,,,,,,,,,,,,,,
2.16743,,,,,,,,,,,,,,,,,,,,,,,,
2.16941,,,,,,,,,,,,,,,,,,,,,,,,
2.17138,,,,,,,,,,,,,,,,,,,,,,,,
2.17336,,,,,,,,,,,,,,,,,,,,,,,,
2.17534,,,,,,,,,,,,,,,,,,,,,,,,
2.17732,,,,,,,,,,,,,,,,,,,,,,,,
2.17929,,,,,,,,,,,,,,,,,,,,,,,,
2.18127,,,,,,,,,,,,,,,,,,,,,,,,
2.18325,,,,,,,,,,,,,,,,,,,,,,,,
2.18523,,,,,,,,,,,,,,,,,,,,,,,,
2.1872,,,,,,,,,,,,,,,,,,,,,,,,
2.18918,,,,,,,,,,,,,,,,,,,,,,,,
2.19116,,,,,,,,,,,,,,,,,,,,,,,,
2.19314,,,,,,,,,,,,,,,,,,,,,,,,
2.19512,,,,,,,,,,,,,,,,,,,,,,,,
2.19709,,,,,,,,,,,,,,,,,,,,,,,,
2.19907,,,,,,,,,,,,,,,,,,,,,,,,
2.20105,,,,,,,,,,,,,,,,,,,,,,,,
2.20303,,,,,,,,,,,,,,,,,,,,,,,,
2.205,,,,,,,,,,,,,,,,,,,,,,,,
2.20698,,,,,,,,,,,,,,,,,,,,,,,,
2.20896,,,,,,,,,,,,,,,,,,,,,,,,
2.21094,,,,,,,,,,,,,,,,,,,,,,,,
2.21291,,,,,,,,,,,,,,,,,,,,,,,,
2.21489,,,,,,,,,,,,,,,,,,,,,,,,
2.21687,,,,,,,,,,,,,,,,,,,,,,,,
2.21885,,,,,,,,,,,,,,,,,,,,,,,,
2.22082,,,,,,,,,,,,,,,,,,,,,,,,
2.2228,,,,,,,,,,,,,,,,,,,,,,,,
2.22478,,,,,,,,,,,,,,,,,,,,,,,,
2.22676,,,,,,,,,,,,,,,,,,,,,,,,
2.22873,,,,,,,,,,,,,,,,,,,,,,,,
2.23071,,,,,,,,,,,,,,,,,,,,,,,,
2.23269,,,,,,,,,,,,,,,,,,,,,,,,
2.23467,,,,,,,,,,,,,,,,,,,,,,,,
2.23664,,,,,,,,,,,,,,,,,,,,,,,,
2.23862,,,,,,,,,,,,,,,,,,,,,,,,
2.2406,,,,,,,,,,,,,,,,,,,,,,,,
2.24258,,,,,,,,,,,,,,,,,,,,,,,,
2.24455,,,,,,,,,,,,,,,,,,,,,,,,
2.24653,,,,,,,,,,,,,,,,,,,,,,,,
2.24851,,,,,,,,,,,,,,,,,,,,,,,,
2.25049,,,,,,,,,,,,,,,,,,,,,,,,
2.25246,,,,,,,,,,,,,,,,,,,,,,,,
2.25444,,,,,,,,,,,,,,,,,,,,,,,,
2.25642,,,,,,,,,,,,,,,,,,,,,,,,
2.2584,,,,,,,,,,,,,,,,,,,,,,,,
2.26038,,,,,,,,,,,,,,,,,,,,,,,,
2.26235,,,,,,,,,,,,,,,,,,,,,,,,
2.26433,,,,,,,,,,,,,,,,,,,,,,,,
2.26631,,,,,,,,,,,,,,,,,,,,,,,,
2.26829,,,,,,,,,,,,,,,,,,,,,,,,
2.27026,,,,,,,,,,,,,,,,,,,,,,,,
2.27224,,,,,,,,,,,,,,,,,,,,,,,,
2.27422,,,,,,,,,,,,,,,,,,,,,,,,
2.2762,,,,,,,,,,,,,,,,,,,,,,,,
2.27817,,,,,,,,,,,,,,,,,,,,,,,,
2.28015,,,,,,,,,,,,,,,,,,,,,,,,
2.28213,,,,,,,,,,,,,,,,,,,,,,,,
2.28411,,,,,,,,,,,,,,,,,,,,,,,,
2.28608,,,,,,,,,,,,,,,,,,,,,,,,
2.28806,,,,,,,,,,,,,,,,,,,,,,,,
2.29004,,,,,,,,,,,,,,,,,,,,,,,,
2.29202,,,,,,,,,,,,,,,,,,,,,,,,
2.29399,,,,,,,,,,,,,,,,,,,,,,,,
2.29597,,,,,,,,,,,,,,,,,,,,,,,,
2.29795,,,,,,,,,,,,,,,,,,,,,,,,
2.29993,,,,,,,,,,,,,,,,,,,,,,,,
2.3019,,,,,,,,,,,,,,,,,,,,,,,,
2.30388,,,,,,,,,,,,,,,,,,,,,,,,
2.30586,,,,,,,,,,,,,,,,,,,,,,,,
2.30784,,,,,,,,,,,,,,,,,,,,,,,,
2.30981,,,,,,,,,,,,,,,,,,,,,,,,
2.31179,,,,,,,,,,,,,,,,,,,,,,,,
2.31377,,,,,,,,,,,,,,,,,,,,,,,,
2.31575,,,,,,,,,,,,,,,,,,,,,,,,
2.31773,,,,,,,,,,,,,,,,,,,,,,,,
2.3197,,,,,,,,,,,,,,,,,,,,,,,,
2.32168,,,,,,,,,,,,,,,,,,,,,,,,
2.32366,,,,,,,,,,,,,,,,,,,,,,,,
2.32564,,,,,,,,,,,,,,,,,,,,,,,,
2.32761,,,,,,,,,,,,,,,,,,,,,,,,
2.32959,,,,,,,,,,,,,,,,,,,,,,,,
2.33157,,,,,,,,,,,,,,,,,,,,,,,,
2.33355,,,,,,,,,,,,,,,,,,,,,,,,
2.33552,,,,,,,,,,,,,,,,,,,,,,,,
2.3375,,,,,,,,,,,,,,,,,,,,,,,,
2.33948,,,,,,,,,,,,,,,,,,,,,,,,
2.34146,,,,,,,,,,,,,,,,,,,,,,,,
2.34343,,,,,,,,,,,,,,,,,,,,,,,,
2.34541,,,,,,,,,,,,,,,,,,,,,,,,
2.34739,,,,,,,,,,,,,,,,,,,,,,,,
2.34937,,,,,,,,,,,,,,,,,,,,,,,,
2.35134,,,,,,,,,,,,,,,,,,,,,,,,
2.35332,,,,,,,,,,,,,,,,,,,,,,,,
2.3553,,,,,,,,,,,,,,,,,,,,,,,,
2.35728,,,,,,,,,,,,,,,,,,,,,,,,
2.35925,,,,,,,,,,,,,,,,,,,,,,,,
2.36123,,,,,,,,,,,,,,,,,,,,,,,,
2.36321,,,,,,,,,,,,,,,,,,,,,,,,
2.36519,,,,,,,,,,,,,,,,,,,,,,,,
2.36716,,,,,,,,,,,,,,,,,,,,,,,,
2.36914,,,,,,,,,,,,,,,,,,,,,,,,
2.37112,,,,,,,,,,,,,,,,,,,,,,,,
2.3731,,,,,,,,,,,,,,,,,,,,,,,,
2.37507,,,,,,,,,,,,,,,,,,,,,,,,
2.37705,,,,,,,,,,,,,,,,,,,,,,,,
2.37903,,,,,,,,,,,,,,,,,,,,,,,,
2.38101,,,,,,,,,,,,,,,,,,,,,,,,
2.38299,,,,,,,,,,,,,,,,,,,,,,,,
2.38496,,,,,,,,,,,,,,,,,,,,,,,,
2.38694,,,,,,,,,,,,,,,,,,,,,,,,
2.38892,,,,,,,,,,,,,,,,,,,,,,,,
2.3909,,,,,,,,,,,,,,,,,,,,,,,,
2.39287,,,,,,,,,,,,,,,,,,,,,,,,
2.39485,,,,,,,,,,,,,,,,,,,,,,,,
2.39683,,,,,,,,,,,,,,,,,,,,,,,,
2.39881,,,,,,,,,,,,,,,,,,,,,,,,
2.40078,,,,,,,,,,,,,,,,,,,,,,,,
2.40276,,,,,,,,,,,,,,,,,,,,,,,,
2.40474,,,,,,,,,,,,,,,,,,,,,,,,
2.40672,,,,,,,,,,,,,,,,,,,,,,,,
2.40869,,,,,,,,,,,,,,,,,,,,,,,,
2.41067,,,,,,,,,,,,,,,,,,,,,,,,
2.41265,,,,,,,,,,,,,,,,,,,,,,,,
2.41463,,,,,,,,,,,,,,,,,,,,,,,,
2.4166,,,,,,,,,,,,,,,,,,,,,,,,
2.41858,,,,,,,,,,,,,,,,,,,,,,,,
2.42056,,,,,,,,,,,,,,,,,,,,,,,,
2.42254,,,,,,,,,,,,,,,,,,,,,,,,
2.42451,,,,,,,,,,,,,,,,,,,,,,,,
2.42649,,,,,,,,,,,,,,,,,,,,,,,,
2.42847,,,,,,,,,,,,,,,,,,,,,,,,
2.43045,,,,,,,,,,,,,,,,,,,,,,,,
2.43242,,,,,,,,,,,,,,,,,,,,,,,,
2.4344,,,,,,,,,,,,,,,,,,,,,,,,
2.43638,,,,,,,,,,,,,,,,,,,,,,,,
2.43836,,,,,,,,,,,,,,,,,,,,,,,,
2.44034,,,,,,,,,,,,,,,,,,,,,,,,
2.44231,,,,,,,,,,,,,,,,,,,,,,,,
2.44429,,,,,,,,,,,,,,,,,,,,,,,,
2.44627,,,,,,,,,,,,,,,,,,,,,,,,
2.44825,,,,,,,,,,,,,,,,,,,,,,,,
2.45022,,,,,,,,,,,,,,,,,,,,,,,,
2.4522,,,,,,,,,,,,,,,,,,,,,,,,
2.45418,,,,,,,,,,,,,,,,,,,,,,,,
2.45616,,,,,,,,,,,,,,,,,,,,,,,,
2.45813,,,,,,,,,,,,,,,,,,,,,,,,
2.46011,,,,,,,,,,,,,,,,,,,,,,,,
