total mass,68.63536835,,,,time,Rft_COM,,,Lft_COM,,,Rshank_COM,,,Lshank_COM,,,Rthigh_COM,,,Lthigh_COM,,,Rankle_jc,,,Lankle_jc,,,Rknee_jc,,,Lknee_jc,,,Rhip_jc,,,Lhip_jc,,,GRF_Rleg,,,GRF_Lleg,,,GRT_Rleg,,,GRT_Lleg,,,COP_Rleg,,,COP_Lleg,,,Rft_angle,,,Lft_angle,,,Rshank_angle,,,Lshank_angle,,,Rthigh_angle,,,Lthigh_angle,,
Mass of foot,0.940304546,,,,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,,,,2.98615,24.3486,14.9509,4.54324,26.0521,74.5881,3.73313,26.8358,27.471,27.599,26.3783,76.0231,29.3121,24.1519,40.7294,64.2873,19.3681,68.3443,65.7121,22.2678,17.6816,9.29035,22.8831,74.793,8.71908,30.5118,35.3488,42.3325,29.1909,77.0131,45.8839,19.7414,44.4608,79.5125,12.5561,62.3326,79.4626,74.1298,49.3062,215.166,-64.85,-235.764,1092.49,-16.3576,-17.2073,9.45693,92.2458,-23.9068,3.69308,32.6056,14.8963,-1.99642,26.1984,77.9008,-2.36552,-23.4124,6.39189,-103.047,-13.7471,-5.09746,-70.0897,-28.1329,12.4087,-111.282,-3.41857,9.61584,-61.1786,-13.7705,-15.7144,-58.3156,23.6147,-24.4138,-61.8366
,,,,,2.98813,24.3578,14.9678,4.55757,26.0488,74.5922,3.73514,26.8342,27.5141,27.6072,26.296,76.0384,29.334,24.2057,40.801,64.3075,19.2904,68.3682,65.7933,22.2863,17.7115,9.30391,22.8725,74.8046,8.71522,30.494,35.4025,42.3363,29.051,77.0312,45.9266,19.8449,44.5448,79.544,12.5216,62.3606,79.5705,73.4935,49.2088,214.353,-64.0995,-236.115,1092.76,-16.2461,-17.3695,9.49104,92.2664,-23.4908,3.4551,32.7117,14.9198,-1.9961,26.1597,77.9006,-2.36558,-23.5321,6.4971,-103.06,-13.8549,-5.16511,-70.0922,-28.172,12.3549,-111.318,-3.4244,9.4108,-61.0388,-13.8046,-15.5327,-58.1062,23.5599,-24.2445,-61.5974
,,,,,2.9901,24.367,14.9866,4.57274,26.0455,74.5938,3.73412,26.8335,27.5577,27.6188,26.2154,76.0568,29.363,24.2571,40.876,64.3258,19.2094,68.3958,65.8796,22.3025,17.7413,9.31992,22.8627,74.8179,8.71564,30.4798,35.4573,42.3444,28.9135,77.0538,45.9785,19.9419,44.6338,79.5695,12.4799,62.3917,79.6806,72.9345,49.1322,214.213,-63.8264,-236.386,1092.2,-16.1883,-17.6309,9.50578,92.1604,-23.0734,3.27243,32.8391,14.9419,-1.99567,26.1225,77.8952,-2.36563,-23.6162,6.61638,-103.075,-13.9847,-5.23886,-70.0874,-28.2113,12.3089,-111.352,-3.43376,9.20688,-60.8462,-13.8482,-15.3687,-57.8817,23.5114,-24.0909,-61.3421
,,,,,2.99208,24.3763,15.0049,4.58834,26.042,74.5957,3.73326,26.8316,27.6006,27.6309,26.1345,76.074,29.3907,24.3062,40.9498,64.3449,19.1283,68.4216,65.965,22.3182,17.771,9.33596,22.8532,74.8309,8.71465,30.4636,35.5108,42.3534,28.775,77.0744,46.0292,20.0362,44.7216,79.5955,12.4386,62.4211,79.7901,73.0083,49.0832,213.878,-63.4168,-236.753,1091.95,-16.1947,-17.8537,9.48618,92.0872,-22.62,3.04805,32.9561,14.927,-1.99503,26.0814,77.8905,-2.36568,-23.7055,6.73631,-103.087,-14.1109,-5.31257,-70.0835,-28.2484,12.2607,-111.389,-3.44077,9.00171,-60.6704,-13.8918,-15.2056,-57.6415,23.4624,-23.9355,-61.0923
,,,,,2.99406,24.3868,15.0182,4.60749,26.0372,74.599,3.73376,26.8199,27.6357,27.6459,26.0509,76.0818,29.407,24.3414,41.0084,64.3673,19.0485,68.436,66.0419,22.3294,17.7992,9.35226,22.8452,74.8406,8.70184,30.4336,35.5515,42.3673,28.6307,77.0806,46.0689,20.1166,44.7927,79.6238,12.4035,62.4412,79.8928,73.4292,49.2024,212.53,-62.8818,-236.717,1090.86,-16.171,-18.009,9.61409,91.9913,-22.1582,2.81136,33.0828,14.8905,-1.9942,26.041,77.8901,-2.36574,-23.8388,6.8611,-103.077,-14.2103,-5.38648,-70.0869,-28.267,12.1995,-111.456,-3.43066,8.78575,-60.6352,-13.9306,-15.0441,-57.2751,23.4037,-23.7633,-60.8882
,,,,,2.99604,24.3972,15.0318,4.627,26.0325,74.6025,3.73419,26.8099,27.6716,27.6612,25.967,76.0895,29.4235,24.3789,41.0691,64.3906,18.9683,68.4506,66.1189,22.3415,17.8278,9.36852,22.8369,74.8502,8.68968,30.4058,35.5932,42.3819,28.4858,77.0869,46.1086,20.1994,44.8665,79.6531,12.3682,62.4616,79.9957,73.3703,49.6533,212.311,-62.401,-236.775,1090.84,-16.202,-18.0908,9.66433,91.7802,-21.7588,2.58508,33.1301,14.8683,-1.99383,26.0044,77.8708,-2.36575,-23.9761,6.98799,-103.067,-14.3069,-5.45914,-70.0903,-28.2859,12.1396,-111.516,-3.42071,8.56963,-60.5875,-13.9717,-14.8817,-56.9386,23.3444,-23.5905,-60.691
,,,,,2.99801,24.4074,15.0485,4.64949,26.0283,74.6074,3.73404,26.8147,27.7133,27.678,25.8795,76.0975,29.4414,24.4409,41.1444,64.4189,18.8856,68.4688,66.1959,22.3619,17.8598,9.38456,22.8271,74.8593,8.68305,30.398,35.6426,42.3992,28.3358,77.0939,46.1462,20.3098,44.9598,79.6891,12.332,62.4875,80.1,73.3746,49.9297,212.413,-61.9352,-236.766,1089.35,-16.1322,-18.3168,9.71164,91.5329,-21.2329,2.34359,33.2324,14.905,-1.99361,25.9587,77.8596,-2.36579,-24.147,7.13258,-103.059,-14.3765,-5.52009,-70.0911,-28.3083,12.0956,-111.522,-3.4135,8.35034,-60.4451,-14.0287,-14.7065,-56.8605,23.2766,-23.4115,-60.5539
,,,,,2.99999,24.4176,15.0649,4.67148,26.0243,74.6118,3.73381,26.8188,27.7551,27.6951,25.7926,76.1046,29.4602,24.5008,41.2201,64.4476,18.8037,68.4864,66.2737,22.3831,17.8913,9.4012,22.8172,74.8678,8.67691,30.3884,35.6928,42.4167,28.1871,77.0999,46.1851,20.4179,45.0532,79.7255,12.2964,62.5131,80.2048,73.073,49.9809,212.711,-61.276,-236.616,1087.86,-16.1595,-18.3478,9.71339,91.3082,-20.7424,2.10248,33.2348,14.9029,-1.99359,25.9162,77.8505,-2.36583,-24.3121,7.27495,-103.051,-14.4457,-5.58075,-70.0903,-28.3329,12.0475,-111.524,-3.40567,8.13319,-60.3066,-14.0843,-14.5317,-56.7716,23.2085,-23.2339,-60.4048
,,,,,3.00197,24.4285,15.0794,4.68915,26.0216,74.6115,3.73287,26.8188,27.7972,27.7149,25.7119,76.1054,29.4859,24.5485,41.2932,64.4776,18.7314,68.5011,66.3564,22.4113,17.9179,9.42306,22.8062,74.8709,8.67499,30.3657,35.7473,42.4348,28.0502,77.0989,46.233,20.5144,45.1391,79.7639,12.269,62.5388,80.3117,72.7537,49.8578,213.037,-60.7233,-236.177,1085.85,-16.2662,-18.3084,9.54225,91.1074,-20.2493,1.87004,33.2025,14.864,-1.99346,25.8743,77.8475,-2.36589,-24.4253,7.39781,-103.044,-14.5103,-5.63864,-70.0748,-28.3731,11.9701,-111.492,-3.39495,7.9347,-60.2047,-14.1222,-14.3555,-56.5997,23.1346,-23.0664,-60.1493
,,,,,3.00395,24.4396,15.0936,4.708,26.0191,74.6114,3.73172,26.8187,27.8395,27.7353,25.6309,76.1065,29.5113,24.5959,41.368,64.5078,18.6577,68.5165,66.4393,22.4392,17.9446,9.44553,22.7953,74.874,8.67327,30.343,35.8022,42.4537,27.9127,77.0984,46.2803,20.6104,45.2278,79.802,12.2396,62.5651,80.4192,72.1058,49.2894,213.329,-60.0128,-235.684,1084.25,-16.3795,-18.4885,9.39882,90.6952,-19.8779,1.62107,33.2747,14.821,-1.99283,25.8427,77.8217,-2.36586,-24.5414,7.52527,-103.034,-14.5717,-5.69625,-70.0604,-28.4136,11.8931,-111.46,-3.38509,7.73569,-60.0989,-14.164,-14.18,-56.4394,23.06,-22.9,-59.9006
,,,,,3.00592,24.4534,15.1064,4.73694,26.0174,74.6123,3.72866,26.8188,27.8825,27.7606,25.5476,76.1105,29.5345,24.6461,41.4544,64.5363,18.5737,68.5389,66.5221,22.4646,17.9714,9.47323,22.785,74.8771,8.6733,30.3227,35.8582,42.477,27.7708,77.103,46.3221,20.7094,45.3353,79.834,12.1958,62.5999,80.5304,71.2064,48.8303,213.495,-59.2779,-235.136,1081.84,-16.345,-18.6437,9.2378,90.3317,-19.3525,1.39526,33.3401,14.8428,-1.99269,25.7981,77.8067,-2.36589,-24.6846,7.69306,-103.005,-14.6062,-5.7511,-70.0547,-28.4561,11.8231,-111.432,-3.38348,7.53068,-59.961,-14.235,-14.0058,-56.3847,22.9752,-22.7426,-59.7147
,,,,,3.0079,24.4673,15.1201,4.7654,26.0156,74.6133,3.72621,26.8191,27.9256,27.7861,25.4645,76.1142,29.5579,24.6957,41.5403,64.566,18.4903,68.5603,66.6052,22.4895,17.9985,9.50015,22.775,74.8803,8.67313,30.3032,35.9142,42.5012,27.6287,77.1072,46.3644,20.807,45.4419,79.8674,12.153,62.6332,80.6418,69.9518,48.2405,212.987,-58.407,-234.229,1079.41,-16.3494,-18.8162,9.21548,89.9883,-18.8696,1.1926,33.4418,14.8225,-1.99208,25.7573,77.7937,-2.36592,-24.8195,7.85839,-102.98,-14.6417,-5.80527,-70.0487,-28.4968,11.7546,-111.411,-3.38126,7.32534,-59.8195,-14.3045,-13.8344,-56.3284,22.8924,-22.5836,-59.5201
,,,,,3.00988,24.483,15.1426,4.78967,26.0123,74.6145,3.72905,26.8228,27.9688,27.8117,25.3826,76.117,29.5824,24.747,41.6162,64.6043,18.4155,68.5768,66.6893,22.5102,18.0288,9.52022,22.7666,74.8832,8.67118,30.2933,35.9677,42.5313,27.4878,77.1099,46.4103,20.9008,45.5333,79.9114,12.1241,62.6593,80.7524,68.5172,47.499,213.737,-57.4147,-233.454,1077,-16.2506,-19.0113,9.2357,89.5812,-18.2842,0.949225,33.502,14.8957,-1.99232,25.7068,77.7745,-2.36594,-24.8816,8.00285,-103,-14.686,-5.85382,-70.0396,-28.5205,11.7039,-111.455,-3.37662,7.11839,-59.6453,-14.3541,-13.6812,-56.2618,22.8206,-22.4089,-59.2404
,,,,,3.01186,24.4985,15.165,4.81344,26.0093,74.6158,3.73085,26.8256,28.0112,27.838,25.3012,76.119,29.6067,24.7968,41.6912,64.6437,18.3417,68.5922,66.7729,22.5309,18.0591,9.54134,22.7579,74.8861,8.66938,30.2817,36.0198,42.5619,27.3478,77.1111,46.4555,20.9931,45.6241,79.957,12.0961,62.6845,80.8627,66.8222,46.4323,213.37,-56.5696,-232.329,1074.05,-16.282,-19.197,9.24519,89.1583,-17.7575,0.663506,33.6044,14.868,-1.99165,25.6623,77.758,-2.36596,-24.9382,8.1451,-103.02,-14.7289,-5.9035,-70.0295,-28.5428,11.6509,-111.494,-3.36987,6.91402,-59.4751,-14.4042,-13.5273,-56.1833,22.7478,-22.2344,-58.9645
,,,,,3.01383,24.5125,15.1866,4.83277,26.0078,74.6172,3.72359,26.8217,28.0459,27.8698,25.2236,76.1143,29.6271,24.838,41.754,64.6906,18.2773,68.6007,66.8505,22.5523,18.0895,9.57176,22.7459,74.8892,8.66897,30.2574,36.0582,42.5948,27.2175,77.1003,46.4927,21.0797,45.7039,80.0136,12.0775,62.7063,80.9682,64.9663,45.3662,214.546,-55.6266,-231.42,1071.16,-16.2664,-19.297,9.15566,88.7167,-17.2247,0.387025,33.6012,14.9168,-1.99201,25.6169,77.7391,-2.36598,-24.9459,8.26672,-103.044,-14.7582,-5.96291,-70.0102,-28.5518,11.5823,-111.49,-3.34556,6.73097,-59.3416,-14.4548,-13.3604,-56.0133,22.6611,-22.0602,-58.7289
,,,,,3.01581,24.5268,15.2077,4.85282,26.0059,74.6187,3.71735,26.8179,28.0819,27.9017,25.1454,76.1099,29.6476,24.8791,41.8192,64.737,18.2116,68.6097,66.9289,22.5738,18.1199,9.60173,22.7337,74.8921,8.66817,30.2332,36.0986,42.6282,27.0862,77.0899,46.5304,21.1661,45.7863,80.0689,12.0573,62.7289,81.0749,63.1692,45.0021,214.701,-54.531,-230.263,1067.67,-16.2215,-19.4425,9.00705,88.1987,-16.6935,0.108611,33.6617,14.9431,-1.99191,25.5723,77.7176,-2.36599,-24.9658,8.3929,-103.062,-14.7883,-6.0206,-69.9935,-28.5626,11.5131,-111.49,-3.32206,6.54673,-59.2084,-14.5071,-13.1947,-55.8589,22.5738,-21.8866,-58.4959
,,,,,3.01779,24.5437,15.2242,4.87937,26.0001,74.6207,3.72034,26.8162,28.127,27.9323,25.0618,76.1072,29.6686,24.923,41.9026,64.7758,18.1338,68.6252,67.0136,22.5964,18.1515,9.62768,22.72,74.894,8.6638,30.212,36.1545,42.6626,26.9463,77.0835,46.5717,21.2553,45.8887,80.1108,12.0225,62.7596,81.1897,61.3715,44.587,214.157,-53.3772,-229.263,1063.86,-16.1272,-19.6009,8.80404,87.6505,-16.1441,-0.155477,33.7578,14.9677,-1.99165,25.5262,77.6956,-2.366,-25.0957,8.56019,-103.041,-14.8264,-6.06297,-70.0001,-28.5891,11.4434,-111.525,-3.30564,6.35105,-59.0771,-14.5708,-13.0335,-55.8575,22.4783,-21.7197,-58.2896
,,,,,3.01977,24.5603,15.241,4.90567,25.9949,74.622,3.72274,26.8153,28.172,27.9634,24.9785,76.1042,29.6897,24.9679,41.9864,64.8148,18.0571,68.6406,67.0979,22.6189,18.1833,9.65418,22.7066,74.8957,8.6598,30.1922,36.2103,42.6974,26.8067,77.0766,46.6131,21.3448,45.992,80.1528,11.9895,62.7904,81.3036,59.6914,44.3608,214.11,-52.4308,-228.064,1059.78,-16.0361,-19.6961,8.67625,87.1927,-15.5771,-0.425333,33.8036,15.0086,-1.99172,25.4784,77.6841,-2.36604,-25.2219,8.72614,-103.019,-14.8673,-6.109,-70.0051,-28.6151,11.376,-111.562,-3.28878,6.15564,-58.9434,-14.6362,-12.8736,-55.8651,22.3828,-21.5513,-58.0807
,,,,,3.02174,24.5742,15.2604,4.92961,25.9943,74.6185,3.71972,26.8226,28.2158,27.9977,24.8981,76.0995,29.7118,25.0262,42.0703,64.8532,17.9927,68.6583,67.1758,22.6403,18.2169,9.6857,22.6959,74.8968,8.65903,30.1882,36.2622,42.7339,26.6703,77.0674,46.6535,21.4464,46.0982,80.1926,11.975,62.8268,81.4076,58.0061,43.9717,213.294,-51.2081,-226.729,1056.17,-15.9952,-19.7614,8.56834,86.7301,-14.9306,-0.681118,33.869,14.9991,-1.99136,25.4221,77.6683,-2.36608,-25.3124,8.88002,-102.996,-14.9312,-6.18819,-69.9954,-28.6359,11.3349,-111.626,-3.26961,5.96202,-58.7864,-14.7126,-12.7195,-55.968,22.2814,-21.3687,-57.8512
,,,,,3.02372,24.5886,15.2796,4.95445,25.9938,74.6153,3.71731,26.8288,28.2592,28.0328,24.8178,76.0944,29.7334,25.0826,42.1539,64.8935,17.9277,68.6748,67.2539,22.6624,18.2502,9.71732,22.6853,74.898,8.65788,30.1816,36.3138,42.7717,26.5338,77.0571,46.6934,21.5466,46.2038,80.2344,11.9596,62.8619,81.5122,56.2917,43.2141,212.623,-49.8811,-225.242,1051.11,-16.0352,-19.8597,8.43925,86.1018,-14.4591,-0.963163,33.944,14.9565,-1.99072,25.384,77.648,-2.36608,-25.4043,9.03633,-102.973,-14.9952,-6.26743,-69.9857,-28.6558,11.2889,-111.687,-3.2489,5.76835,-58.6245,-14.7885,-12.5636,-56.0561,22.1802,-21.1863,-57.6231
,,,,,3.0257,24.6067,15.2969,4.98754,25.9932,74.6148,3.72053,26.8266,28.2983,28.0742,24.7375,76.0844,29.7495,25.1273,42.2294,64.9478,17.8588,68.6815,67.3308,22.69,18.2796,9.74989,22.6759,74.8995,8.65318,30.1554,36.3607,42.8204,26.3966,77.0379,46.7262,21.6404,46.2993,80.2927,11.9381,62.8866,81.6197,54.8836,42.4009,211.076,-48.4604,-223.842,1046.5,-15.9822,-19.8793,8.27588,85.4921,-13.8522,-1.24985,34.0213,14.9261,-1.99015,25.3319,77.6258,-2.3661,-25.511,9.21638,-102.953,-15.0603,-6.34736,-69.9741,-28.6674,11.2035,-111.719,-3.21466,5.57269,-58.4202,-14.8543,-12.3877,-56.0184,22.0755,-21.006,-57.4217
,,,,,3.02768,24.6247,15.315,5.0201,25.9922,74.6145,3.72372,26.8256,28.3382,28.1156,24.6573,76.0752,29.7662,25.172,42.3058,65.0016,17.7901,68.6892,67.4083,22.7186,18.31,9.78293,22.6663,74.9005,8.6485,30.1306,36.4081,42.8684,26.2596,77.0205,46.7602,21.7333,46.3958,80.3505,11.9168,62.9117,81.7273,53.4917,41.189,209.739,-46.8558,-222.387,1041.36,-15.9177,-19.9319,8.01308,84.9546,-13.2798,-1.59101,34.1058,14.9081,-1.98964,25.2834,77.6145,-2.36615,-25.617,9.39457,-102.934,-15.1197,-6.42335,-69.9617,-28.6791,11.1194,-111.734,-3.18376,5.37788,-58.2259,-14.9207,-12.2149,-55.9947,21.9735,-20.826,-57.2066
,,,,,3.02965,24.6409,15.3413,5.04766,25.9878,74.6152,3.72667,26.8372,28.3834,28.154,24.5784,76.0732,29.7883,25.2221,42.3855,65.0481,17.7258,68.7074,67.4897,22.7558,18.3498,9.82045,22.6542,74.8966,8.64391,30.1216,36.4578,42.9075,26.1269,77.0201,46.8037,21.8244,46.4963,80.4022,11.8998,62.9427,81.835,52.034,40.2381,208.25,-45.2542,-221.111,1035.5,-15.7945,-19.9586,7.7113,84.2824,-12.6246,-1.85632,34.1857,14.9125,-1.9893,25.2272,77.5957,-2.36618,-25.715,9.55518,-102.915,-15.1247,-6.46193,-69.9405,-28.6912,11.0499,-111.603,-3.18515,5.19183,-58.1281,-14.9884,-12.066,-56.1087,21.8928,-20.6482,-56.8592
,,,,,3.03163,24.6572,15.3675,5.07515,25.9836,74.6157,3.72929,26.8477,28.4282,28.1931,24.4989,76.0702,29.81,25.2711,42.465,65.0958,17.6606,68.7242,67.5708,22.7923,18.3891,9.85789,22.6425,74.8929,8.63971,30.1112,36.507,42.948,25.9928,77.0176,46.8463,21.9145,46.5968,80.4548,11.8824,62.9729,81.9428,50.7137,38.8635,207.029,-43.6239,-219.523,1030.15,-15.6778,-19.8963,7.50124,83.6595,-12.0621,-2.16089,34.2117,14.9236,-1.98926,25.1788,77.5774,-2.36621,-25.8061,9.71446,-102.899,-15.1314,-6.50374,-69.9201,-28.7021,10.9793,-111.483,-3.18298,5.00377,-58.0219,-15.0569,-11.9166,-56.2095,21.8099,-20.469,-56.5287
,,,,,3.03361,24.6736,15.3935,5.10196,25.9806,74.6134,3.72882,26.849,28.4678,28.2383,24.4134,76.0569,29.8275,25.3152,42.5394,65.1517,17.5884,68.7291,67.6463,22.8209,18.4244,9.89455,22.6335,74.8919,8.63911,30.0906,36.55,43,25.8458,76.9944,46.8783,22.0035,46.693,80.5135,11.8622,62.9973,82.0485,49.4168,37.3477,205.396,-41.5878,-218.128,1023.66,-15.5751,-19.8764,7.30447,82.9316,-11.44,-2.44765,34.2782,14.9129,-1.98888,25.1253,77.5578,-2.36623,-25.8371,9.86214,-102.903,-15.1535,-6.57554,-69.9067,-28.7012,10.9024,-111.48,-3.14717,4.79461,-57.8345,-15.1299,-11.7558,-56.1997,21.7018,-20.2751,-56.3932
,,,,,3.03559,24.6903,15.419,5.12962,25.9776,74.6112,3.72859,26.8493,28.5078,28.2835,24.3277,76.0431,29.8451,25.3578,42.6144,65.2079,17.5162,68.7336,67.7223,22.8491,18.4596,9.93125,22.6239,74.8907,8.63856,30.0683,36.594,43.0521,25.6989,76.9705,46.9106,22.0911,46.7894,80.5726,11.8416,63.0215,82.1547,48.1693,35.5027,204.074,-39.59,-216.404,1017.16,-15.386,-19.8616,7.14922,82.2316,-10.8285,-2.72667,34.3336,14.956,-1.98893,25.0722,77.5406,-2.36627,-25.8747,10.0138,-102.903,-15.1768,-6.64536,-69.8924,-28.7017,10.8234,-111.484,-3.11045,4.58686,-57.6468,-15.2019,-11.5945,-56.1966,21.5929,-20.0818,-56.2554
,,,,,3.03756,24.7094,15.4394,5.16537,25.9737,74.6103,3.73067,26.8409,28.5514,28.3282,24.2406,76.0249,29.8634,25.391,42.6916,65.264,17.4443,68.7357,67.8005,22.8741,18.493,9.96843,22.608,74.8881,8.63848,30.0331,36.6457,43.1029,25.5544,76.9398,46.9436,22.1718,46.8843,80.6324,11.8201,63.0464,82.2643,47.0256,33.6144,202.795,-37.6807,-214.762,1010.46,-15.2226,-19.7897,6.95442,81.4758,-10.2853,-3.04309,34.3593,14.9884,-1.98904,25.0254,77.5194,-2.36628,-25.9789,10.2032,-102.86,-15.2134,-6.69617,-69.8688,-28.7161,10.7296,-111.56,-3.0659,4.39216,-57.4602,-15.2598,-11.4247,-56.2774,21.4723,-19.893,-56.1052
,,,,,3.03954,24.7288,15.4605,5.20099,25.9698,74.6085,3.73294,26.8345,28.595,28.3733,24.1534,76.0067,29.8817,25.4254,42.769,65.3206,17.3725,68.7377,67.8787,22.8995,18.5266,10.0055,22.5925,74.8856,8.63854,30.0011,36.6972,43.1544,25.4095,76.9089,46.9766,22.2523,46.9796,80.6924,11.799,63.0711,82.3739,45.9545,31.78,201.721,-35.7088,-213.147,1003.24,-15.0647,-19.7449,6.75908,80.663,-9.68941,-3.339,34.3889,15.026,-1.98916,24.9732,77.4964,-2.3663,-26.0794,10.3897,-102.82,-15.2582,-6.75519,-69.8437,-28.7294,10.6397,-111.626,-3.02094,4.19659,-57.2758,-15.3187,-11.2599,-56.36,21.352,-19.7032,-55.9587
,,,,,3.04152,24.7498,15.4877,5.23534,25.9668,74.5989,3.73716,26.8491,28.6384,28.4205,24.0661,75.9889,29.8991,25.4763,42.8459,65.379,17.3024,68.7397,67.9549,22.9297,18.5633,10.0417,22.5804,74.8849,8.63994,30.0031,36.7461,43.2104,25.2617,76.8773,47.007,22.337,47.0761,80.7525,11.7828,63.0964,82.4819,44.8887,30.1347,199.624,-33.5436,-211.222,995.732,-14.7278,-19.6386,6.54239,79.9753,-9.05239,-3.64548,34.4383,15.1158,-1.98956,24.9164,77.4879,-2.36636,-26.1416,10.548,-102.82,-15.381,-6.89329,-69.8036,-28.7311,10.5921,-111.585,-2.97265,3.9923,-57.1098,-15.3847,-11.1382,-56.4767,21.2296,-19.5027,-55.8554
,,,,,3.0435,24.7707,15.5148,5.26993,25.9635,74.5898,3.74112,26.8626,28.6821,28.4679,23.9795,75.971,29.9171,25.5257,42.9236,65.4376,17.2328,68.7419,68.032,22.9605,18.6002,10.0781,22.5681,74.8839,8.64116,30.0027,36.7953,43.2668,25.1152,76.8458,47.0384,22.4209,47.1735,80.8127,11.7664,63.122,82.5907,43.5945,28.4414,198.071,-31.3281,-209.395,988.051,-14.5983,-19.5734,6.35048,79.1898,-8.32179,-3.91986,34.4823,15.1228,-1.98941,24.8494,77.4708,-2.36642,-26.2102,10.7101,-102.815,-15.4955,-7.0249,-69.7661,-28.7331,10.5399,-111.543,-2.92502,3.79037,-56.9467,-15.4515,-11.0142,-56.5908,21.1074,-19.3043,-55.7371
,,,,,3.04547,24.7907,15.5407,5.3068,25.9582,74.5852,3.74253,26.8671,28.7281,28.5165,23.8997,75.9529,29.938,25.5658,43.0058,65.496,17.1693,68.7479,68.1151,22.9978,18.6387,10.1156,22.5534,74.8796,8.64072,29.9808,36.8473,43.3242,24.983,76.8166,47.0765,22.5041,47.2767,80.8718,11.7506,63.1523,82.705,42.4957,26.8915,196.05,-29.1379,-207.286,979.25,-14.4559,-19.4913,6.09537,78.3392,-7.80625,-4.23453,34.5419,15.1187,-1.98911,24.8042,77.4559,-2.36645,-26.3414,10.909,-102.767,-15.5314,-7.09157,-69.7507,-28.7364,10.4467,-111.486,-2.88504,3.61251,-56.8152,-15.5233,-10.8609,-56.6876,20.9829,-19.1251,-55.4749
,,,,,3.04745,24.8105,15.5668,5.34308,25.9528,74.5812,3.7443,26.8718,28.7734,28.5657,23.8193,75.9345,29.9588,25.6057,43.0876,65.5552,17.1052,68.7528,68.198,23.0347,18.6763,10.1538,22.5386,74.8755,8.64044,29.9596,36.8989,43.3822,24.8499,76.7867,47.1143,22.5864,47.3793,80.9317,11.7343,63.1814,82.8191,41.3602,25.3115,193.313,-26.8035,-205.044,970.505,-14.2499,-19.3727,5.88862,77.4689,-7.28183,-4.49242,34.6212,15.1204,-1.98876,24.7572,77.4383,-2.36647,-26.4527,11.1011,-102.725,-15.564,-7.15615,-69.7353,-28.7406,10.3554,-111.434,-2.8438,3.43369,-56.6814,-15.5949,-10.71,-56.7848,20.8594,-18.9452,-55.2218
,,,,,3.04943,24.8289,15.5958,5.37338,25.9469,74.5829,3.74962,26.8818,28.8117,28.6202,23.7342,75.9126,29.9773,25.6505,43.1624,65.6186,17.0361,68.7487,68.2761,23.0678,18.7041,10.1992,22.523,74.8727,8.64182,29.951,36.9456,43.4441,24.7088,76.7494,47.1466,22.6682,47.4736,80.9962,11.7152,63.2003,82.9289,40.5533,23.9645,190.52,-24.5899,-203.029,961.762,-14.1046,-19.2422,5.68173,76.5502,-6.64252,-4.79747,34.6995,15.0881,-1.98817,24.6974,77.4153,-2.3665,-26.3629,11.2264,-102.75,-15.564,-7.19973,-69.7187,-28.7536,10.2882,-111.43,-2.79032,3.24524,-56.5249,-15.6612,-10.5775,-56.909,20.7394,-18.7575,-55.0691
,,,,,3.05141,24.8476,15.6244,5.40479,25.9415,74.5847,3.75485,26.8911,28.851,28.6748,23.6489,75.8901,29.996,25.6948,43.2384,65.6825,16.9672,68.7446,68.3538,23.1003,18.7328,10.2443,22.5074,74.87,8.64344,29.9416,36.9935,43.5064,24.5675,76.7111,47.1789,22.7498,47.5691,81.0611,11.6965,63.2201,83.0381,39.8154,22.7056,188.536,-22.4231,-201.02,952.393,-13.9475,-19.0974,5.52966,75.6801,-6.07202,-5.11181,34.7289,15.0931,-1.98808,24.6442,77.4022,-2.36655,-26.2919,11.359,-102.767,-15.5638,-7.24379,-69.7019,-28.7664,10.2204,-111.435,-2.73529,3.05657,-56.3717,-15.7276,-10.4443,-57.0391,20.6174,-18.5695,-54.9177
,,,,,3.05339,24.8703,15.6493,5.44758,25.9423,74.588,3.75926,26.8952,28.9003,28.7294,23.5626,75.8621,30.0143,25.7398,43.3245,65.7481,16.9012,68.7429,68.4252,23.128,18.7707,10.2855,22.4921,74.8674,8.64766,29.9268,37.0519,43.5717,24.424,76.6625,47.2087,22.8362,47.6744,81.127,11.6844,63.2509,83.1384,39.1648,21.5288,186.173,-19.9583,-199.043,942.548,-13.7374,-18.8858,5.35657,74.9171,-5.42173,-5.42266,34.7437,15.1115,-1.98814,24.5817,77.4042,-2.36665,-26.4102,11.5666,-102.71,-15.561,-7.29251,-69.6826,-28.7761,10.1501,-111.53,-2.66533,2.86501,-56.2493,-15.7936,-10.297,-57.2377,20.4693,-18.3756,-54.7857
