time,RASIS,,,LASIS,,,RPSIS,,,LPSIS,,,,static,RASIS,,,LASIS,,,RPSIS,,,LPSIS,,,RGT,,,LGT,,
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,25.4855,33.6007,89.7374,25.3437,60.0264,88.9865,10.1124,41.4011,97.1728,9.99739,50.9188,97.1752,,,28.1886,32.6892,95.7831,28.8729,59.3958,94.6721,11.2489,41.5302,97.5501,11.4323,50.9425,97.1989,22.1686,27.9514,85.9061,21.7695,64.1875,85.6033
0.00197758,25.4869,33.6067,89.7334,25.3422,60.0415,88.9875,10.1085,41.4046,97.173,9.99777,50.9249,97.173,,,28.1891,32.69,95.7837,28.8701,59.3961,94.6725,11.2493,41.5303,97.5476,11.4308,50.9396,97.1996,22.1675,27.9514,85.9063,21.7676,64.1879,85.6017
0.00395516,25.4882,33.6128,89.7293,25.3408,60.0565,88.9885,10.1045,41.408,97.1732,9.99814,50.9309,97.1708,,,28.1896,32.6909,95.7844,28.8674,59.3964,94.6728,11.2496,41.5304,97.5451,11.4294,50.9367,97.2002,22.1664,27.9513,85.9066,21.7657,64.1883,85.6002
0.00593274,25.4896,33.6247,89.7273,25.3364,60.0639,88.9886,10.104,41.4194,97.1698,9.99491,50.9384,97.1704,,,28.1899,32.6908,95.7842,28.8683,59.3978,94.6742,11.2453,41.5327,97.5479,11.4284,50.9392,97.2003,22.1662,27.9524,85.9068,21.7659,64.1881,85.6005
0.00791032,25.491,33.6366,89.7254,25.3321,60.0713,88.9887,10.1034,41.4308,97.1663,9.99166,50.9458,97.17,,,28.1903,32.6907,95.784,28.8693,59.3994,94.6756,11.2408,41.5351,97.5509,11.4275,50.942,97.2004,22.166,27.9536,85.907,21.7663,64.1879,85.6008
0.00988791,25.4883,33.6494,89.7221,25.3318,60.0829,88.9889,10.1027,41.4401,97.1603,9.99023,50.9545,97.1709,,,28.1894,32.6913,95.784,28.8676,59.3982,94.6765,11.2392,41.5346,97.551,11.4264,50.942,97.1982,22.1653,27.9545,85.9049,21.7655,64.1879,85.6009
0.0118655,25.4855,33.6622,89.7188,25.3315,60.0946,88.9891,10.102,41.4493,97.1542,9.98879,50.9633,97.1718,,,28.1885,32.6919,95.7839,28.8657,59.3968,94.6773,11.2378,41.5339,97.5509,11.4254,50.9418,97.1958,22.1646,27.9555,85.9027,21.7647,64.1879,85.6011
0.0138431,25.4815,33.6712,89.7163,25.3281,60.1061,88.9912,10.0957,41.457,97.154,9.98404,50.9732,97.1689,,,28.1868,32.6917,95.7846,28.868,59.3959,94.6765,11.2396,41.5359,97.5511,11.425,50.9415,97.1968,22.1637,27.9549,85.9049,21.7643,64.1864,85.6005
0.0158206,25.4774,33.6802,89.7137,25.3246,60.1176,88.9934,10.0893,41.4647,97.1538,9.97927,50.9832,97.166,,,28.1851,32.6914,95.7855,28.8708,59.3951,94.6755,11.2418,41.5382,97.5513,11.4246,50.9412,97.1981,22.1627,27.9542,85.9077,21.764,64.1848,85.5999
0.0177982,25.4783,33.6903,89.7092,25.3235,60.1307,88.9946,10.0967,41.4912,97.1489,9.97543,50.9926,97.1617,,,28.1851,32.6916,95.7842,28.87,59.3952,94.6756,11.2409,41.5384,97.5503,11.4257,50.9409,97.1973,22.1654,27.9553,85.9053,21.7629,64.1858,85.601
0.0197758,25.4793,33.7003,89.7047,25.3225,60.1438,88.9959,10.104,41.5178,97.144,9.9716,51.002,97.1574,,,28.1853,32.692,95.7826,28.8685,59.3956,94.6759,11.2395,41.5381,97.5491,11.427,50.9406,97.196,22.1688,27.9568,85.902,21.7618,64.1873,85.6025
0.0217534,25.4769,33.7123,89.7019,25.3218,60.1531,88.9955,10.093,41.5165,97.1433,9.97114,51.0137,97.158,,,28.186,32.6927,95.7828,28.8653,59.3965,94.6759,11.2398,41.5357,97.5513,11.425,50.9417,97.1952,22.1653,27.9557,85.9023,21.7642,64.1864,85.6031
0.023731,25.4745,33.7244,89.6991,25.321,60.1625,88.995,10.0818,41.515,97.1426,9.97071,51.0254,97.1587,,,28.1868,32.6936,95.7835,28.8616,59.3977,94.6758,11.2405,41.5328,97.5543,11.4223,50.9431,97.1944,22.1602,27.9539,85.9034,21.7674,64.1849,85.6035
0.0257086,25.4715,33.7358,89.6953,25.2751,60.1148,88.9744,10.0856,41.5386,97.1375,9.96869,51.0303,97.1578,,,28.1843,32.6943,95.783,28.8619,59.3966,94.6766,11.2392,41.5345,97.5546,11.4227,50.9438,97.1962,22.159,27.9532,85.9034,21.7681,64.1874,85.6046
0.0276861,25.4685,33.7472,89.6915,25.2288,60.0667,88.9537,10.0896,41.5624,97.1323,9.96666,51.0353,97.1569,,,28.1807,32.6949,95.7823,28.8634,59.3948,94.6778,11.2373,41.5376,97.5541,11.4242,50.9444,97.1987,22.159,27.9528,85.9031,21.7681,64.1911,85.6059
0.0296637,25.4665,33.7596,89.689,25.2216,60.0752,88.9585,10.0893,41.574,97.1268,9.96493,51.0465,97.1537,,,28.1801,32.6935,95.7834,28.8636,59.3943,94.6771,11.2382,41.5401,97.5517,11.4232,50.9451,97.1998,22.1605,27.9544,85.9034,21.7669,64.1888,85.6065
0.0316413,25.4644,33.772,89.6865,25.2147,60.0841,88.9635,10.0891,41.5856,97.1212,9.96321,51.0577,97.1506,,,28.1806,32.6913,95.7852,28.8633,59.3943,94.6756,11.24,41.5424,97.5485,11.4213,50.946,97.2005,22.1624,27.9567,85.904,21.7652,64.1843,85.6069
0.0336189,25.4612,33.7833,89.6806,25.209,60.0919,88.9626,10.0879,41.5954,97.1169,9.95994,51.0664,97.1497,,,28.1792,32.6897,95.7855,28.8637,59.395,94.6759,11.2395,41.5432,97.5477,11.4218,50.945,97.1994,22.1618,27.9568,85.9031,21.7659,64.1841,85.6063
0.0355965,25.458,33.7946,89.6748,25.2032,60.0998,88.9615,10.0867,41.6052,97.1126,9.95667,51.0751,97.1488,,,28.1769,32.6883,95.7852,28.8643,59.3961,94.677,11.2381,41.5432,97.5479,11.4234,50.9431,97.1976,22.16,27.9559,85.9014,21.7677,64.1859,85.6053
0.037574,25.4575,33.808,89.674,25.1998,60.1076,88.9607,10.0826,41.6125,97.1134,9.95595,51.0839,97.1453,,,28.1766,32.6891,95.7846,28.8639,59.3969,94.6763,11.2355,41.5422,97.549,11.4227,50.9444,97.1979,22.1575,27.9556,85.9009,21.7677,64.1864,85.6044
0.0395516,25.4571,33.8213,89.6733,25.1964,60.1154,88.9598,10.0785,41.6197,97.1142,9.95525,51.0926,97.1418,,,28.1773,32.6911,95.7839,28.8629,59.3975,94.6748,11.2323,41.5405,97.5506,11.4209,50.9474,97.1994,22.1546,27.9557,85.9009,21.7667,64.1862,85.6036
0.0415292,25.4553,33.8328,89.6722,25.1936,60.1274,88.9588,10.076,41.6282,97.112,9.95079,51.101,97.1398,,,28.1761,32.6915,95.7825,28.8632,59.3963,94.6755,11.2319,41.5405,97.5509,11.42,50.9478,97.1985,22.1549,27.9559,85.9005,21.7655,64.186,85.6043
0.0435068,25.4536,33.8443,89.671,25.1907,60.1395,88.9577,10.0735,41.6366,97.1098,9.94628,51.1093,97.1378,,,28.1737,32.691,95.7806,28.8643,59.394,94.6774,11.2334,41.5416,97.5503,11.4197,50.9467,97.1961,22.157,27.9562,85.8998,21.7641,64.1857,85.6061
0.0454844,25.4503,33.8539,89.6649,25.2272,60.2086,88.9815,10.0697,41.6466,97.1088,9.94158,51.1185,97.1364,,,28.1734,32.6902,95.78,28.8643,59.3938,94.677,11.2338,41.5423,97.5494,11.4195,50.947,97.1966,22.158,27.9564,85.9014,21.7645,64.1855,85.6054
0.0474619,25.4469,33.8635,89.6586,25.2642,60.2785,89.0055,10.0659,41.6566,97.1079,9.93687,51.1277,97.135,,,28.1747,32.6891,95.7804,28.8635,59.3951,94.6749,11.2334,41.5427,97.5483,11.4194,50.9484,97.1995,22.1582,27.9565,85.9046,21.7663,64.1854,85.6027
0.0494395,25.443,33.8757,89.6551,25.264,60.2946,88.9993,10.064,41.6665,97.1029,9.93539,51.1377,97.1351,,,28.1747,32.6894,95.7796,28.8629,59.3955,94.6746,11.2323,41.5427,97.5476,11.4184,50.9475,97.2016,22.1572,27.9553,85.9049,21.7654,64.185,85.6025
0.0514171,25.439,33.8879,89.6517,25.2633,60.3099,88.9927,10.0621,41.6764,97.0978,9.93396,51.1477,97.1351,,,28.1736,32.691,95.7777,28.8623,59.3951,94.6757,11.2308,41.5423,97.5474,11.4166,50.9448,97.203,22.1551,27.9529,85.9028,21.7622,64.1846,85.6045
0.0533947,25.4373,33.8974,89.6497,25.262,60.3216,88.9911,10.0581,41.686,97.0966,9.932,51.1565,97.1362,,,28.1731,32.6923,95.7774,28.8612,59.3949,94.6756,11.2309,41.541,97.5481,11.4151,50.944,97.2022,22.1535,27.9534,85.9008,21.7615,64.1857,85.605
0.0553723,25.4356,33.9069,89.6478,25.2607,60.3333,88.9896,10.054,41.6956,97.0955,9.93004,51.1654,97.1372,,,28.1731,32.6932,95.7787,28.8594,59.3949,94.6741,11.2328,41.5388,97.5496,11.4137,50.945,97.1992,22.1522,27.9569,85.8989,21.7631,64.1886,85.6038
0.0573499,25.4301,33.9269,89.647,25.2601,60.3433,88.9905,10.0514,41.7037,97.0905,9.92732,51.1711,97.1348,,,28.1728,32.6932,95.7796,28.8595,59.3946,94.6743,11.2324,41.5365,97.5506,11.4124,50.9449,97.1978,22.1502,27.9583,85.8988,21.7635,64.1895,85.6028
0.0593274,25.4246,33.9472,89.6463,25.2595,60.3533,88.9914,10.0487,41.7117,97.0854,9.92459,51.1768,97.1323,,,28.1722,32.6922,95.7802,28.8618,59.394,94.6764,11.2294,41.5341,97.5511,11.4112,50.9435,97.1984,22.1472,27.9571,85.9009,21.7622,64.1882,85.6017
0.061305,25.4194,33.9582,89.6437,25.2563,60.3629,88.991,10.0431,41.7181,97.086,9.92193,51.1854,97.1317,,,28.1714,32.6914,95.78,28.8631,59.3933,94.6768,11.2279,41.5341,97.5517,11.4112,50.9421,97.199,22.1469,27.9554,85.9025,21.7611,64.1877,85.6004
0.0632826,25.4142,33.969,89.641,25.2531,60.3725,88.9906,10.0375,41.7244,97.0867,9.91927,51.194,97.1311,,,28.1704,32.691,95.7789,28.8628,59.3924,94.6751,11.2282,41.5376,97.5525,11.4128,50.9407,97.1996,22.1502,27.9531,85.9033,21.7603,64.1883,85.5988
0.0652602,25.4155,33.9704,89.6359,25.249,60.3889,88.9898,10.0373,41.7351,97.0826,9.91499,51.2029,97.1317,,,28.1694,32.6905,95.7778,28.862,59.3923,94.6733,11.2281,41.5396,97.5526,11.4131,50.9413,97.2001,22.1516,27.9536,85.9039,21.76,64.1876,85.5977
0.0672378,25.417,33.9716,89.6308,25.2448,60.4054,88.989,10.0373,41.7458,97.0784,9.91069,51.2117,97.1324,,,28.1683,32.6898,95.7767,28.8603,59.3935,94.6717,11.2274,41.5391,97.5516,11.4112,50.9449,97.2001,22.1497,27.9585,85.9045,21.7606,64.185,85.5976
0.0692153,25.4149,33.9821,89.6308,25.2429,60.4123,88.9874,10.0351,41.754,97.0757,9.90648,51.2291,97.125,,,28.1678,32.69,95.7761,28.859,59.3936,94.6718,11.2265,41.5388,97.5511,11.4102,50.947,97.1996,22.1483,27.961,85.9051,21.7605,64.184,85.5986
0.0711929,25.4127,33.9928,89.6308,25.241,60.4191,88.9858,10.0328,41.7622,97.0732,9.90228,51.2466,97.1175,,,28.1684,32.6918,95.7765,28.8587,59.3916,94.6751,11.2252,41.5392,97.5514,11.4108,50.9466,97.1982,22.1477,27.959,85.9057,21.7594,64.1862,85.6016
0.0731705,25.4107,34.0033,89.6303,25.2374,60.4281,88.9854,10.0297,41.7723,97.0704,9.90022,51.2528,97.1151,,,28.1685,32.6927,95.7774,28.8581,59.3905,94.676,11.2238,41.5394,97.5514,11.411,50.9463,97.1972,22.1474,27.9575,85.905,21.7588,64.1876,85.6037
0.0751481,25.4087,34.0138,89.6297,25.2338,60.4372,88.985,10.0266,41.7824,97.0676,9.89822,51.2588,97.1129,,,28.1674,32.6917,95.7792,28.8571,59.3916,94.6716,11.2223,41.5394,97.5506,11.4099,50.9463,97.1971,22.148,27.9572,85.9013,21.7595,64.1871,85.6033
0.0771257,25.4082,34.0244,89.6272,25.2307,60.4463,88.9858,10.0239,41.7895,97.0655,9.89601,51.2689,97.1108,,,28.1664,32.691,95.78,28.8565,59.3924,94.6688,11.2214,41.539,97.5502,11.4093,50.9463,97.197,22.1473,27.957,85.8992,21.7593,64.1865,85.6032
0.0791032,25.4078,34.035,89.6247,25.2275,60.4555,88.9865,10.0213,41.7965,97.0635,9.89381,51.2791,97.1086,,,28.1658,32.691,95.7777,28.8568,59.3922,94.6702,11.2224,41.5376,97.551,11.4099,50.9463,97.1966,22.1433,27.9571,85.9013,21.757,64.1853,85.6038
0.0810808,25.4032,34.0467,89.6234,25.2243,60.4657,88.9872,10.0167,41.805,97.0611,9.88912,51.2887,97.1085,,,28.1651,32.6911,95.7762,28.8569,59.3921,94.6718,11.2226,41.5368,97.5514,11.4098,50.9465,97.1966,22.1407,27.9574,85.9023,21.7547,64.1848,85.6044
0.0830584,25.3986,34.0585,89.6223,25.2211,60.4761,88.9878,10.0121,41.8135,97.0587,9.88437,51.2982,97.1084,,,28.1644,32.6917,95.777,28.8561,59.3924,94.6738,11.2205,41.5378,97.5503,11.4071,50.9475,97.1977,22.1429,27.9583,85.8999,21.7524,64.1862,85.6045
0.085036,25.3937,34.0753,89.6206,25.2193,60.4846,88.9858,10.0102,41.8228,97.0543,9.88281,51.3091,97.1032,,,28.1636,32.6919,95.7776,28.8557,59.3927,94.6753,11.2193,41.5388,97.5489,11.4054,50.9481,97.1986,22.1442,27.9588,85.8983,21.7505,64.1874,85.6045
0.0870136,25.3887,34.0922,89.619,25.2176,60.493,88.9837,10.0083,41.832,97.0499,9.88133,51.32,97.0979,,,28.1626,32.6905,95.7771,28.8572,59.3923,94.675,11.2216,41.5403,97.5463,11.408,50.9477,97.1987,22.1419,27.9577,85.9002,21.7506,64.1873,85.6036
0.0889912,25.39,34.0938,89.6171,25.2143,60.5029,88.9836,10.0046,41.8394,97.048,9.87838,51.3301,97.0946,,,28.1616,32.6895,95.7768,28.858,59.3921,94.6746,11.2233,41.5416,97.5444,11.4095,50.9471,97.1986,22.1403,27.9567,85.9015,21.7506,64.1872,85.6029
0.0909687,25.3915,34.0949,89.6151,25.211,60.5127,88.9835,10.001,41.8467,97.0462,9.87538,51.3403,97.0915,,,28.161,32.6903,95.7776,28.8544,59.3926,94.6736,11.2211,41.5421,97.5461,11.406,50.9459,97.1975,22.1422,27.9569,85.9001,21.7503,64.1871,85.6032
0.0929463,25.3844,34.1153,89.6115,25.2095,60.521,88.9814,9.99479,41.8564,97.046,9.87362,51.35,97.0917,,,28.1604,32.6911,95.7782,28.8511,59.3932,94.6734,11.2194,41.5427,97.5475,11.403,50.945,97.1963,22.1442,27.9571,85.8987,21.7501,64.1871,85.6034
0.0949239,25.377,34.1362,89.6079,25.2081,60.5292,88.9792,9.98857,41.866,97.0459,9.87189,51.3597,97.0921,,,28.161,32.6917,95.7772,28.8493,59.3947,94.6794,11.2207,41.5439,97.5465,11.4039,50.9454,97.1935,22.1466,27.9583,85.8983,21.7504,64.1886,85.6026
0.0969015,25.3762,34.1502,89.6075,25.2038,60.5376,88.9778,9.98702,41.876,97.0411,9.86735,51.3711,97.0872,,,28.1615,32.6923,95.7764,28.8477,59.3961,94.6847,11.2217,41.5447,97.5458,11.4049,50.946,97.1913,22.1488,27.9595,85.898,21.7506,64.1899,85.602
0.0988791,25.3756,34.164,89.6071,25.1994,60.546,88.9765,9.98562,41.886,97.0362,9.86273,51.3826,97.0821,,,28.1618,32.693,95.7768,28.848,59.3963,94.6818,11.2187,41.5424,97.549,11.4063,50.9482,97.1951,22.1465,27.9599,85.8989,21.7498,64.1892,85.6039
0.100857,25.3716,34.1725,89.6063,25.1965,60.5586,88.9775,9.98147,41.8945,97.0365,9.86098,51.3899,97.0788,,,28.1619,32.6937,95.7773,28.8484,59.3964,94.6789,11.2158,41.5401,97.552,11.4076,50.9503,97.1988,22.1442,27.9603,85.8997,21.749,64.1886,85.6057
0.102834,25.3676,34.1808,89.6055,25.1937,60.5713,88.9785,9.97724,41.903,97.037,9.85933,51.3971,97.0757,,,28.1615,32.6922,95.7775,28.8479,59.398,94.6786,11.2156,41.5404,97.5527,11.4068,50.9482,97.1964,22.1432,27.9594,85.8985,21.7491,64.1893,85.6046
0.104812,25.3624,34.1908,89.5987,25.1923,60.5813,88.9747,9.97396,41.9134,97.0329,9.85326,51.4096,97.074,,,28.161,32.6907,95.7776,28.8474,59.3995,94.6783,11.2155,41.5407,97.5534,11.406,50.9461,97.1941,22.1421,27.9585,85.8972,21.7492,64.19,85.6034
0.106789,25.3572,34.2008,89.5917,25.191,60.5912,88.9708,9.97071,41.9238,97.0287,9.84705,51.4223,97.0724,,,,,,,,,,,,,,,,,,,,
0.108767,25.3547,34.2099,89.5906,25.188,60.5992,88.9686,9.96993,41.932,97.0234,9.84672,51.4265,97.07,,,,,,,,,,,,,,,,,,,,
0.110745,25.3524,34.219,89.5898,25.185,60.6072,88.9664,9.96924,41.9401,97.0181,9.84659,51.4305,97.0675,,,,,,,,,,,,,,,,,,,,
0.112722,25.3522,34.2198,89.5858,25.1813,60.6147,88.9649,9.96581,41.9519,97.0152,9.84354,51.441,97.0656,,,,,,,,,,,,,,,,,,,,
0.1147,25.3521,34.2203,89.5816,25.1776,60.6221,88.9634,9.96228,41.9638,97.0124,9.84039,51.4518,97.0637,,,,,,,,,,,,,,,,,,,,
0.116677,25.3473,34.2245,89.5774,25.1736,60.6355,88.9637,9.95695,41.9725,97.0101,9.83826,51.4623,97.061,,,,,,,,,,,,,,,,,,,,
0.118655,25.3425,34.2287,89.5732,25.1697,60.6491,88.9642,9.95156,41.981,97.0079,9.83616,51.4728,97.0583,,,,,,,,,,,,,,,,,,,,
0.120632,25.3383,34.2381,89.5721,25.1669,60.6544,88.9611,9.94975,41.9898,97.0032,9.83185,51.4823,97.0556,,,,,,,,,,,,,,,,,,,,
0.12261,25.3342,34.2476,89.5712,25.1642,60.6593,88.9578,9.94807,41.9986,96.9985,9.82745,51.4917,97.053,,,,,,,,,,,,,,,,,,,,
0.124588,25.3324,34.2571,89.5701,25.1614,60.6682,88.9588,9.94529,42.0088,96.9941,9.8254,51.5037,97.0492,,,,,,,,,,,,,,,,,,,,
0.126565,25.3306,34.2666,89.569,25.1586,60.6772,88.96,9.94247,42.0192,96.9898,9.82343,51.5158,97.0454,,,,,,,,,,,,,,,,,,,,
0.128543,25.3273,34.2741,89.5621,25.1565,60.6867,88.9592,9.94057,42.0259,96.9876,9.8215,51.526,97.0459,,,,,,,,,,,,,,,,,,,,
0.13052,25.324,34.2815,89.555,25.1543,60.6963,88.9583,9.93871,42.0325,96.9854,9.81956,51.536,97.0465,,,,,,,,,,,,,,,,,,,,
0.132498,25.3201,34.2884,89.5527,25.152,60.7067,88.959,9.93343,42.0418,96.9811,9.81693,51.5437,97.0408,,,,,,,,,,,,,,,,,,,,
0.134476,25.3163,34.2954,89.5506,25.1497,60.717,88.9598,9.92802,42.0513,96.9766,9.81426,51.5512,97.0348,,,,,,,,,,,,,,,,,,,,
0.136453,25.3129,34.302,89.5493,25.1458,60.7251,88.9577,9.92323,42.061,96.9723,9.81003,51.5615,97.0322,,,,,,,,,,,,,,,,,,,,
0.138431,25.3096,34.3086,89.5481,25.1419,60.7332,88.9555,9.91846,42.0708,96.968,9.80573,51.5718,97.0297,,,,,,,,,,,,,,,,,,,,
0.140408,25.3105,34.3195,89.5455,25.1408,60.7446,88.9581,9.91594,42.0816,96.9632,9.80288,51.5769,97.03,,,,,,,,,,,,,,,,,,,,
0.142386,25.3117,34.3307,89.5429,25.1399,60.7563,88.9609,9.91351,42.0923,96.9583,9.80009,51.5818,97.0303,,,,,,,,,,,,,,,,,,,,
0.144363,25.3075,34.3374,89.5391,25.1353,60.764,88.9587,9.90899,42.1016,96.9578,9.7964,51.5918,97.0281,,,,,,,,,,,,,,,,,,,,
0.146341,25.3031,34.3439,89.5352,25.1306,60.7716,88.9562,9.90437,42.1109,96.9574,9.79267,51.602,97.0257,,,,,,,,,,,,,,,,,,,,
0.148319,25.2932,34.3669,89.5319,25.1292,60.7827,88.9579,9.90057,42.1193,96.952,9.78798,51.6083,97.0243,,,,,,,,,,,,,,,,,,,,
0.150296,25.283,34.3906,89.5285,25.1279,60.7939,88.9598,9.89681,42.1278,96.9464,9.78324,51.6144,97.023,,,,,,,,,,,,,,,,,,,,
0.152274,25.2854,34.3902,89.5226,25.1253,60.7992,88.9598,9.89403,42.1339,96.9427,9.78319,51.6207,97.0195,,,,,,,,,,,,,,,,,,,,
0.154251,25.2884,34.3886,89.5165,25.1226,60.8043,88.9598,9.8913,42.14,96.9392,9.78336,51.6269,97.0158,,,,,,,,,,,,,,,,,,,,
0.156229,25.285,34.3954,89.5143,25.1178,60.8112,88.9595,9.88685,42.1485,96.9381,9.77827,51.6395,97.0131,,,,,,,,,,,,,,,,,,,,
0.158206,25.2814,34.4025,89.5123,25.1129,60.8182,88.9592,9.88231,42.1572,96.9371,9.77293,51.6524,97.0104,,,,,,,,,,,,,,,,,,,,
0.160184,25.2784,34.4128,89.5096,25.1095,60.826,88.9602,9.87758,42.1626,96.934,9.76783,51.6627,97.0069,,,,,,,,,,,,,,,,,,,,
0.162162,25.2754,34.4233,89.507,25.1061,60.8338,88.9613,9.87283,42.1678,96.9307,9.76274,51.6729,97.0034,,,,,,,,,,,,,,,,,,,,
0.164139,25.2728,34.4285,89.5001,25.1035,60.8454,88.9594,9.86995,42.179,96.9247,9.7599,51.6782,97.0002,,,,,,,,,,,,,,,,,,,,
0.166117,25.2703,34.4335,89.493,25.1009,60.8571,88.9574,9.86716,42.1904,96.9186,9.75717,51.6832,96.9971,,,,,,,,,,,,,,,,,,,,
0.168094,25.2685,34.4423,89.4882,25.0976,60.8623,88.9594,9.86326,42.1982,96.9132,9.75309,51.689,96.9969,,,,,,,,,,,,,,,,,,,,
0.170072,25.2668,34.4514,89.4835,25.0943,60.8671,88.9617,9.85929,42.2058,96.9079,9.74893,51.6948,96.9968,,,,,,,,,,,,,,,,,,,,
0.17205,25.2619,34.4594,89.4789,25.0918,60.8763,88.9595,9.85422,42.2148,96.9049,9.74419,51.7029,96.9947,,,,,,,,,,,,,,,,,,,,
0.174027,25.2569,34.4674,89.4743,25.0894,60.8858,88.9569,9.84909,42.2239,96.9021,9.73942,51.7111,96.9925,,,,,,,,,,,,,,,,,,,,
0.176005,25.2519,34.4744,89.47,25.087,60.8929,88.9594,9.84423,42.2277,96.8991,9.7366,51.7149,96.9906,,,,,,,,,,,,,,,,,,,,
0.177982,25.2469,34.4813,89.4658,25.0846,60.8998,88.9622,9.83938,42.2313,96.8961,9.73389,51.7185,96.9888,,,,,,,,,,,,,,,,,,,,
0.17996,25.2457,34.4892,89.4622,25.0823,60.9045,88.9596,9.8372,42.2392,96.8925,9.72971,51.7268,96.9879,,,,,,,,,,,,,,,,,,,,
0.181937,25.2447,34.4971,89.4586,25.08,60.909,88.9568,9.83517,42.2474,96.889,9.72546,51.7353,96.9869,,,,,,,,,,,,,,,,,,,,
0.183915,25.2413,34.5011,89.4566,25.0769,60.9133,88.9579,9.83173,42.2508,96.888,9.72367,51.7396,96.9847,,,,,,,,,,,,,,,,,,,,
0.185893,25.2377,34.5048,89.4547,25.0737,60.9176,88.9593,9.82822,42.2539,96.8872,9.72201,51.7435,96.9823,,,,,,,,,,,,,,,,,,,,
0.18787,25.2361,34.513,89.45,25.0723,60.9254,88.9598,9.82456,42.2618,96.8832,9.71838,51.7489,96.9818,,,,,,,,,,,,,,,,,,,,
0.189848,25.2345,34.5214,89.4453,25.0711,60.9334,88.9601,9.82089,42.27,96.8791,9.71463,51.7545,96.9813,,,,,,,,,,,,,,,,,,,,
0.191825,25.2308,34.526,89.4436,25.0668,60.9397,88.9596,9.81607,42.2765,96.8768,9.7134,51.7596,96.9795,,,,,,,,,,,,,,,,,,,,
0.193803,25.227,34.5304,89.4421,25.0623,60.9459,88.959,9.81118,42.283,96.8747,9.71233,51.7647,96.9776,,,,,,,,,,,,,,,,,,,,
0.195781,25.2258,34.5375,89.4389,25.0588,60.955,88.9596,9.80749,42.288,96.8727,9.70832,51.7743,96.9724,,,,,,,,,,,,,,,,,,,,
0.197758,25.2248,34.5448,89.4356,25.0554,60.9643,88.9602,9.80388,42.2929,96.8707,9.70412,51.7841,96.967,,,,,,,,,,,,,,,,,,,,
0.199736,25.2206,34.551,89.4336,25.0498,60.9693,88.9586,9.80014,42.2977,96.8688,9.70122,51.7878,96.9636,,,,,,,,,,,,,,,,,,,,
0.201713,25.2161,34.5572,89.4317,25.0442,60.9741,88.9569,9.79639,42.3024,96.8668,9.69839,51.7911,96.9604,,,,,,,,,,,,,,,,,,,,
0.203691,25.2129,34.5641,89.4277,25.0426,60.9791,88.9551,9.79517,42.3102,96.8615,9.69304,51.7999,96.9598,,,,,,,,,,,,,,,,,,,,
0.205668,25.2097,34.571,89.4235,25.0413,60.9841,88.9534,9.79413,42.3182,96.8561,9.68753,51.8091,96.9595,,,,,,,,,,,,,,,,,,,,
0.207646,25.2006,34.5866,89.4223,25.0379,60.9928,88.9536,9.78906,42.3225,96.8539,9.685,51.8149,96.9575,,,,,,,,,,,,,,,,,,,,
0.209624,25.1911,34.6028,89.4213,25.0344,61.0017,88.9539,9.78374,42.3266,96.8518,9.68266,51.8205,96.9554,,,,,,,,,,,,,,,,,,,,
0.211601,25.1898,34.6106,89.4168,25.0314,61.0045,88.9528,9.78044,42.3322,96.848,9.68007,51.8229,96.9545,,,,,,,,,,,,,,,,,,,,
0.213579,25.1891,34.618,89.4121,25.0285,61.0069,88.9515,9.77727,42.338,96.8441,9.67747,51.8251,96.9536,,,,,,,,,,,,,,,,,,,,
0.215556,25.1866,34.6247,89.4078,25.0257,61.012,88.9511,9.7746,42.3435,96.8402,9.67289,51.8321,96.9535,,,,,,,,,,,,,,,,,,,,
0.217534,25.1839,34.6314,89.4035,25.023,61.0171,88.9508,9.77197,42.3491,96.8362,9.66817,51.8395,96.9534,,,,,,,,,,,,,,,,,,,,
0.219512,25.1814,34.6356,89.4014,25.02,61.0239,88.9518,9.76921,42.3543,96.8313,9.66544,51.8401,96.9496,,,,,,,,,,,,,,,,,,,,
0.221489,25.1788,34.6396,89.3995,25.0171,61.0307,88.953,9.76644,42.3596,96.8263,9.66284,51.8403,96.9456,,,,,,,,,,,,,,,,,,,,
0.223467,25.18,34.6351,89.3962,25.0147,61.0362,88.9529,9.76389,42.3635,96.8241,9.66028,51.8458,96.9445,,,,,,,,,,,,,,,,,,,,
0.225444,25.1815,34.6299,89.3929,25.0124,61.0417,88.9528,9.76135,42.3674,96.8221,9.65773,51.8517,96.9436,,,,,,,,,,,,,,,,,,,,
0.227422,25.1791,34.637,89.3887,25.0097,61.0455,88.9518,9.75773,42.3746,96.8192,9.65532,51.8544,96.9414,,,,,,,,,,,,,,,,,,,,
0.229399,25.1765,34.6451,89.3844,25.007,61.0492,88.9507,9.75403,42.3821,96.8163,9.65293,51.8568,96.939,,,,,,,,,,,,,,,,,,,,
0.231377,25.174,34.6503,89.384,25.0043,61.0545,88.9488,9.7491,42.387,96.8131,9.64927,51.8608,96.939,,,,,,,,,,,,,,,,,,,,
0.233355,25.1715,34.6552,89.3839,25.0015,61.0599,88.9468,9.74408,42.3916,96.8099,9.64552,51.8649,96.9392,,,,,,,,,,,,,,,,,,,,
