time,RASIS,,,LASIS,,,RPSIS,,,LPSIS,,,,static,RASIS,,,LASIS,,,RPSIS,,,LPSIS,,,RGT,,,LGT,,
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0.737638,24.0131,32.3381,89.0243,24.6751,58.7111,88.7461,8.84837,40.2288,96.4834,9.01364,49.752,96.7373,,,,,,,,,,,,,,,,,,,,
0.739615,24.0041,32.3158,89.0285,24.678,58.6866,88.7424,8.83997,40.2199,96.4845,9.01415,49.742,96.7346,,,,,,,,,,,,,,,,,,,,
0.741593,23.9903,32.2963,89.0327,24.6814,58.6629,88.7384,8.83283,40.2085,96.4857,9.01297,49.7363,96.7344,,,,,,,,,,,,,,,,,,,,
0.743571,23.9751,32.2776,89.0369,24.6849,58.6395,88.7341,8.82603,40.1965,96.487,9.0113,49.7318,96.7349,,,,,,,,,,,,,,,,,,,,
0.745548,23.9644,32.2589,89.0433,24.6899,58.6193,88.7306,8.81843,40.1842,96.4873,9.01236,49.7222,96.735,,,,,,,,,,,,,,,,,,,,
0.747526,23.955,32.2402,89.0503,24.6953,58.6002,88.7273,8.81058,40.1718,96.4874,9.01419,49.7111,96.7349,,,,,,,,,,,,,,,,,,,,
0.749503,23.945,32.2245,89.0529,24.6992,58.5807,88.7233,8.80479,40.1618,96.4858,9.01492,49.6996,96.7353,,,,,,,,,,,,,,,,,,,,
0.751481,23.9349,32.2096,89.0543,24.7027,58.5612,88.7193,8.79959,40.1525,96.4838,9.01533,49.6879,96.7358,,,,,,,,,,,,,,,,,,,,
0.753458,23.9239,32.189,89.0569,24.7098,58.5388,88.7137,8.78954,40.1412,96.488,9.01582,49.6809,96.7361,,,,,,,,,,,,,,,,,,,,
0.755436,23.9126,32.1669,89.0599,24.7179,58.5156,88.7078,8.77807,40.1292,96.4939,9.01634,49.6752,96.7363,,,,,,,,,,,,,,,,,,,,
0.757414,23.906,32.1418,89.0621,24.7227,58.497,88.703,8.7731,40.123,96.4917,9.01593,49.6681,96.7363,,,,,,,,,,,,,,,,,,,,
0.759391,23.9006,32.1158,89.0641,24.7265,58.4796,88.6984,8.77003,40.1185,96.4871,9.01524,49.6607,96.7362,,,,,,,,,,,,,,,,,,,,
0.761369,23.89,32.0952,89.069,24.7339,58.462,88.6984,8.76452,40.1089,96.4888,9.01494,49.6535,96.7351,,,,,,,,,,,,,,,,,,,,
0.763346,23.8778,32.0762,89.0747,24.7422,58.4443,88.6996,8.75829,40.0979,96.4923,9.01475,49.6463,96.7338,,,,,,,,,,,,,,,,,,,,
0.765324,23.8664,32.0567,89.0795,24.7475,58.423,88.6948,8.75206,40.0894,96.4925,9.01445,49.6386,96.7339,,,,,,,,,,,,,,,,,,,,
0.767301,23.8552,32.037,89.0839,24.7518,58.4005,88.6883,8.74582,40.0817,96.4917,9.01412,49.6307,96.7345,,,,,,,,,,,,,,,,,,,,
0.769279,23.8416,32.0231,89.0907,24.7599,58.3828,88.6818,8.74025,40.0738,96.492,9.01566,49.6235,96.735,,,,,,,,,,,,,,,,,,,,
0.771257,23.8272,32.011,89.0981,24.7691,58.3665,88.6753,8.73487,40.0659,96.4927,9.01777,49.6165,96.7354,,,,,,,,,,,,,,,,,,,,
0.773234,23.8158,31.9947,89.1031,24.7754,58.3487,88.673,8.72863,40.0589,96.4976,9.01643,49.6083,96.7348,,,,,,,,,,,,,,,,,,,,
0.775212,23.8053,31.9771,89.1073,24.7808,58.3303,88.672,8.72212,40.052,96.5038,9.01405,49.5996,96.7338,,,,,,,,,,,,,,,,,,,,
0.777189,23.7966,31.9537,89.1163,24.7872,58.308,88.669,8.71889,40.0466,96.5043,9.01561,49.5916,96.7343,,,,,,,,,,,,,,,,,,,,
0.779167,23.7885,31.9285,89.1267,24.7939,58.2846,88.6654,8.71663,40.0417,96.5032,9.01834,49.5836,96.7354,,,,,,,,,,,,,,,,,,,,
0.781145,23.7761,31.9074,89.1295,24.7985,58.2656,88.6612,8.71025,40.0388,96.503,9.01892,49.5764,96.735,,,,,,,,,,,,,,,,,,,,
0.783122,23.7624,31.8875,89.1299,24.8024,58.248,88.6568,8.70261,40.0366,96.503,9.01884,49.5694,96.7341,,,,,,,,,,,,,,,,,,,,
0.7851,23.7502,31.8692,89.1325,24.8105,58.2268,88.6501,8.69822,40.0288,96.5028,9.01792,49.561,96.7338,,,,,,,,,,,,,,,,,,,,
0.787077,23.7385,31.8515,89.1358,24.8198,58.2046,88.6426,8.6948,40.0191,96.5024,9.01674,49.5522,96.7336,,,,,,,,,,,,,,,,,,,,
0.789055,23.7289,31.8331,89.1371,24.8264,58.185,88.6378,8.68854,40.0105,96.5028,9.016,49.5471,96.7336,,,,,,,,,,,,,,,,,,,,
0.791032,23.7201,31.8145,89.1377,24.8322,58.1661,88.6338,8.6814,40.0021,96.5034,9.0154,49.5431,96.7336,,,,,,,,,,,,,,,,,,,,
0.79301,23.7066,31.7947,89.142,24.8037,58.0959,88.62,8.6771,39.9965,96.5036,9.01733,49.5345,96.7328,,,,,,,,,,,,,,,,,,,,
0.794988,23.6916,31.7746,89.1474,24.7647,58.0098,88.6032,8.67369,39.9918,96.5038,9.02005,49.5243,96.7317,,,,,,,,,,,,,,,,,,,,
0.796965,23.6795,31.7553,89.152,24.7887,58.0186,88.6081,8.66867,39.9847,96.5013,9.0211,49.5186,96.7328,,,,,,,,,,,,,,,,,,,,
0.798943,23.6684,31.7362,89.1563,24.8323,58.057,88.6198,8.66314,39.977,96.4979,9.02163,49.5142,96.7346,,,,,,,,,,,,,,,,,,,,
0.80092,23.6567,31.7171,89.1611,24.8513,58.0563,88.6229,8.65694,39.9678,96.4995,9.02188,49.5078,96.7355,,,,,,,,,,,,,,,,,,,,
0.802898,23.6448,31.698,89.166,24.8626,58.0433,88.6234,8.65054,39.9583,96.5027,9.02206,49.5007,96.7363,,,,,,,,,,,,,,,,,,,,
0.804876,23.6332,31.679,89.1697,24.8708,58.0287,88.6211,8.6473,39.9539,96.5037,9.02262,49.4942,96.7363,,,,,,,,,,,,,,,,,,,,
0.806853,23.6217,31.6601,89.173,24.8782,58.0135,88.618,8.64506,39.9511,96.504,9.02331,49.488,96.736,,,,,,,,,,,,,,,,,,,,
0.808831,23.6112,31.6396,89.1778,24.887,57.9938,88.6137,8.6393,39.9439,96.5044,9.02631,49.4796,96.7353,,,,,,,,,,,,,,,,,,,,
0.810808,23.601,31.6186,89.183,24.8964,57.9726,88.609,8.63244,39.9353,96.5047,9.03004,49.4707,96.7343,,,,,,,,,,,,,,,,,,,,
0.812786,23.592,31.6006,89.1854,24.9068,57.9558,88.6043,8.62605,39.9275,96.508,9.03046,49.4642,96.7351,,,,,,,,,,,,,,,,,,,,
0.814763,23.5834,31.5836,89.1869,24.9175,57.9405,88.5997,8.61983,39.92,96.5122,9.02981,49.4585,96.7365,,,,,,,,,,,,,,,,,,,,
0.816741,23.5734,31.5643,89.19,24.9272,57.923,88.5972,8.6151,39.9096,96.5149,9.03217,49.449,96.734,,,,,,,,,,,,,,,,,,,,
0.818719,23.5628,31.5443,89.1935,24.9366,57.9049,88.5952,8.61085,39.8984,96.517,9.03549,49.4383,96.7302,,,,,,,,,,,,,,,,,,,,
0.820696,23.5514,31.5269,89.1953,24.9446,57.8835,88.5951,8.60446,39.8857,96.5185,9.03741,49.428,96.7295,,,,,,,,,,,,,,,,,,,,
0.822674,23.5397,31.5103,89.1964,24.9521,57.8611,88.5956,8.59738,39.8725,96.5198,9.03888,49.4179,96.7298,,,,,,,,,,,,,,,,,,,,
0.824651,23.5286,31.4935,89.1993,24.9586,57.8417,88.5896,8.58936,39.8647,96.5221,9.03806,49.4131,96.7298,,,,,,,,,,,,,,,,,,,,
0.826629,23.5178,31.4765,89.2027,24.9648,57.8233,88.5815,8.58103,39.8586,96.5248,9.03648,49.41,96.7297,,,,,,,,,,,,,,,,,,,,
0.828606,23.5034,31.4591,89.2052,24.9707,57.8059,88.5793,8.57324,39.8469,96.528,9.03652,49.4056,96.7277,,,,,,,,,,,,,,,,,,,,
0.830584,23.488,31.4415,89.2073,24.9765,57.7889,88.5791,8.56563,39.8334,96.5313,9.0371,49.4008,96.725,,,,,,,,,,,,,,,,,,,,
0.832562,23.4687,31.432,89.2111,24.9832,57.7712,88.5747,8.56184,39.824,96.5307,9.0369,49.3955,96.7264,,,,,,,,,,,,,,,,,,,,
0.834539,23.4482,31.4251,89.2156,24.99,57.7533,88.5689,8.55933,39.816,96.5287,9.03644,49.3901,96.7292,,,,,,,,,,,,,,,,,,,,
0.836517,23.4318,31.4085,89.2141,24.9969,57.7334,88.5648,8.55323,39.812,96.5302,9.03976,49.3804,96.7288,,,,,,,,,,,,,,,,,,,,
0.838494,23.4167,31.3886,89.2108,25.0037,57.7128,88.5613,8.54595,39.8092,96.533,9.04433,49.3693,96.7274,,,,,,,,,,,,,,,,,,,,
0.840472,23.4024,31.3689,89.2214,24.9787,57.6421,88.5521,8.53975,39.802,96.5321,9.0461,49.3631,96.7254,,,,,,,,,,,,,,,,,,,,
0.84245,23.3883,31.3493,89.2368,24.9431,57.5548,88.5409,8.53393,39.7932,96.53,9.04695,49.3586,96.7232,,,,,,,,,,,,,,,,,,,,
0.844427,23.3739,31.3319,89.2431,24.9377,57.5198,88.5322,8.52692,39.7812,96.5352,9.0486,49.3526,96.7237,,,,,,,,,,,,,,,,,,,,
0.846405,23.3594,31.3152,89.2464,24.9425,57.5023,88.5242,8.51952,39.7682,96.5428,9.05051,49.3461,96.7252,,,,,,,,,,,,,,,,,,,,
0.848382,23.3467,31.2977,89.2485,24.9513,57.4804,88.5218,8.514,39.7693,96.5443,9.05167,49.3402,96.726,,,,,,,,,,,,,,,,,,,,
0.85036,23.3346,31.28,89.2502,24.9615,57.4571,88.5213,8.50912,39.7751,96.5438,9.05257,49.3345,96.7265,,,,,,,,,,,,,,,,,,,,
0.852337,23.3216,31.2618,89.2534,24.9698,57.4333,88.5178,8.50329,39.7697,96.5451,9.05327,49.3281,96.7257,,,,,,,,,,,,,,,,,,,,
0.854315,23.3084,31.2434,89.2572,24.9775,57.4093,88.5133,8.49716,39.7605,96.5472,9.05391,49.3214,96.7246,,,,,,,,,,,,,,,,,,,,
0.856293,23.2951,31.2273,89.2602,24.9848,57.3842,88.5108,8.4919,39.7541,96.5458,9.05635,49.3155,96.7253,,,,,,,,,,,,,,,,,,,,
0.85827,23.2817,31.212,89.2629,24.992,57.3588,88.5089,8.48694,39.7485,96.5433,9.05941,49.3099,96.7268,,,,,,,,,,,,,,,,,,,,
0.860248,23.2685,31.1939,89.2633,24.9993,57.3395,88.5045,8.48049,39.7447,96.5468,9.061,49.3052,96.7252,,,,,,,,,,,,,,,,,,,,
0.862225,23.2554,31.1748,89.2629,25.0066,57.3224,88.4992,8.47353,39.7415,96.5522,9.06209,49.3007,96.7225,,,,,,,,,,,,,,,,,,,,
0.864203,23.2398,31.157,89.2668,25.0144,57.3036,88.4977,8.46784,39.7335,96.5537,9.06319,49.2968,96.7229,,,,,,,,,,,,,,,,,,,,
0.866181,23.2234,31.1397,89.2722,25.0222,57.2843,88.4974,8.4626,39.7239,96.5538,9.06431,49.293,96.7244,,,,,,,,,,,,,,,,,,,,
0.868158,23.2071,31.1197,89.2715,25.0293,57.2661,88.4971,8.45841,39.7237,96.5529,9.06664,49.2829,96.7239,,,,,,,,,,,,,,,,,,,,
0.870136,23.1908,31.0988,89.2689,25.036,57.2483,88.4967,8.45458,39.7269,96.5516,9.06941,49.2705,96.7227,,,,,,,,,,,,,,,,,,,,
0.872113,23.1747,31.082,89.2745,25.0446,57.23,88.4969,8.44815,39.7225,96.5519,9.07002,49.2661,96.7228,,,,,,,,,,,,,,,,,,,,
0.874091,23.1587,31.0667,89.283,25.0538,57.2115,88.4974,8.4408,39.7155,96.5528,9.06988,49.2644,96.7233,,,,,,,,,,,,,,,,,,,,
0.876068,23.1442,31.0503,89.2899,25.0966,57.2391,88.5095,8.43311,39.709,96.5543,9.07165,49.2603,96.7217,,,,,,,,,,,,,,,,,,,,
0.878046,23.1301,31.0335,89.2963,25.1512,57.2829,88.5257,8.4253,39.7026,96.5561,9.0741,49.2554,96.7193,,,,,,,,,,,,,,,,,,,,
0.880024,23.1161,31.0179,89.3008,25.1438,57.2348,88.514,8.4182,39.6983,96.5562,9.07678,49.2506,96.7195,,,,,,,,,,,,,,,,,,,,
0.882001,23.1022,31.0027,89.3047,25.1142,57.1542,88.4924,8.41135,39.6948,96.5557,9.07954,49.2458,96.7205,,,,,,,,,,,,,,,,,,,,
0.883979,23.088,30.9875,89.3063,25.1112,57.1135,88.4835,8.39925,39.7103,96.5451,9.0826,49.2395,96.721,,,,,,,,,,,,,,,,,,,,
0.885956,23.0737,30.9723,89.307,25.1176,57.0871,88.4792,8.38527,39.7327,96.531,9.08576,49.2327,96.7212,,,,,,,,,,,,,,,,,,,,
0.887934,23.0613,30.9548,89.3114,25.1272,57.0644,88.4785,8.37525,39.7382,96.5263,9.08745,49.2267,96.723,,,,,,,,,,,,,,,,,,,,
0.889912,23.0496,30.9364,89.317,25.138,57.0431,88.479,8.36664,39.7376,96.5252,9.08862,49.2209,96.7254,,,,,,,,,,,,,,,,,,,,
0.891889,23.0356,30.9165,89.322,25.1467,57.0186,88.4771,8.35924,39.7351,96.527,9.09215,49.2169,96.726,,,,,,,,,,,,,,,,,,,,
0.893867,23.0208,30.8961,89.3267,25.1547,56.993,88.4744,8.35226,39.7319,96.53,9.09654,49.2135,96.7259,,,,,,,,,,,,,,,,,,,,
0.895844,23.0084,30.8772,89.3247,25.1636,56.9739,88.4722,8.34474,39.7285,96.5312,9.09824,49.2076,96.7253,,,,,,,,,,,,,,,,,,,,
0.897822,22.9969,30.8589,89.3203,25.1728,56.9573,88.4702,8.33702,39.7251,96.5318,9.09895,49.2008,96.7246,,,,,,,,,,,,,,,,,,,,
0.899799,22.9822,30.8414,89.3212,25.1826,56.9404,88.4685,8.32801,39.7205,96.5344,9.10029,49.1961,96.725,,,,,,,,,,,,,,,,,,,,
0.901777,22.9663,30.8242,89.324,25.1926,56.9235,88.467,8.31853,39.7155,96.5377,9.10184,49.1922,96.7257,,,,,,,,,,,,,,,,,,,,
0.903755,22.9526,30.8047,89.3275,25.2018,56.9016,88.4624,8.31193,39.7119,96.5395,9.10516,49.1903,96.7248,,,,,,,,,,,,,,,,,,,,
0.905732,22.9397,30.7844,89.3311,25.2107,56.8778,88.4566,8.30638,39.7089,96.5409,9.10912,49.1892,96.7232,,,,,,,,,,,,,,,,,,,,
0.90771,22.9263,30.7637,89.337,25.2197,56.8587,88.4512,8.30033,39.7079,96.5406,9.11125,49.1839,96.7228,,,,,,,,,,,,,,,,,,,,
0.909687,22.9126,30.7428,89.3436,25.2288,56.8414,88.446,8.29409,39.7077,96.5397,9.11271,49.1769,96.7228,,,,,,,,,,,,,,,,,,,,
0.911665,22.8863,30.7424,89.3489,25.2406,56.8229,88.4455,8.28708,39.7057,96.5404,9.11515,49.173,96.7235,,,,,,,,,,,,,,,,,,,,
0.913642,22.8554,30.7497,89.3537,25.2534,56.8041,88.4468,8.27977,39.703,96.5418,9.11795,49.1701,96.7244,,,,,,,,,,,,,,,,,,,,
0.91562,22.8376,30.7408,89.3584,25.2651,56.7803,88.4452,8.27245,39.6986,96.5441,9.12094,49.1714,96.7238,,,,,,,,,,,,,,,,,,,,
0.917598,22.8249,30.7259,89.363,25.2764,56.7548,88.4426,8.26513,39.6937,96.5467,9.12399,49.1743,96.7226,,,,,,,,,,,,,,,,,,,,
0.919575,22.8124,30.7078,89.3659,25.2879,56.7393,88.4422,8.26096,39.6917,96.547,9.11866,49.1844,96.7227,,,,,,,,,,,,,,,,,,,,
0.921553,22.8002,30.6886,89.3682,25.2994,56.7277,88.4426,8.25798,39.6908,96.5463,9.11016,49.1972,96.7232,,,,,,,,,,,,,,,,,,,,
0.92353,22.7874,30.6699,89.3783,25.3107,56.7065,88.4391,8.25123,39.6879,96.5471,9.10762,49.2036,96.7237,,,,,,,,,,,,,,,,,,,,
0.925508,22.7744,30.6514,89.3913,25.3218,56.6816,88.4343,8.24304,39.6842,96.5485,9.10734,49.2074,96.7243,,,,,,,,,,,,,,,,,,,,
0.927486,22.761,30.6318,89.3978,25.3341,56.6627,88.4306,8.2365,39.6812,96.5513,9.10874,49.2099,96.723,,,,,,,,,,,,,,,,,,,,
0.929463,22.7474,30.6118,89.4018,25.3469,56.6461,88.4274,8.23057,39.6783,96.5546,9.11078,49.2118,96.7211,,,,,,,,,,,,,,,,,,,,
0.931441,22.7346,30.5904,89.4048,25.3593,56.6308,88.4249,8.22463,39.6762,96.5553,9.11253,49.2124,96.7211,,,,,,,,,,,,,,,,,,,,
0.933418,22.722,30.5686,89.4073,25.3715,56.616,88.4225,8.21868,39.6743,96.555,9.11417,49.2125,96.7218,,,,,,,,,,,,,,,,,,,,
0.935396,22.7096,30.549,89.4096,25.3834,56.6003,88.418,8.21301,39.6731,96.5549,9.11588,49.2099,96.7222,,,,,,,,,,,,,,,,,,,,
0.937373,22.6974,30.5302,89.4118,25.3952,56.5844,88.4127,8.20746,39.672,96.5549,9.11764,49.2062,96.7225,,,,,,,,,,,,,,,,,,,,
0.939351,22.6839,30.5106,89.4152,25.4063,56.5659,88.4094,8.2019,39.6701,96.5568,9.12085,49.207,96.7235,,,,,,,,,,,,,,,,,,,,
0.941329,22.67,30.4906,89.4191,25.4173,56.5466,88.4069,8.19635,39.6678,96.5595,9.12463,49.2094,96.7248,,,,,,,,,,,,,,,,,,,,
0.943306,22.6554,30.4712,89.4303,25.4285,56.5269,88.4055,8.19158,39.6688,96.5595,9.12878,49.2074,96.7238,,,,,,,,,,,,,,,,,,,,
0.945284,22.6404,30.4521,89.4443,25.4399,56.5072,88.4047,8.18711,39.6712,96.5586,9.13308,49.2036,96.7218,,,,,,,,,,,,,,,,,,,,
0.947261,22.6277,30.4354,89.4521,25.4524,56.4861,88.4025,8.18182,39.6707,96.56,9.13702,49.2043,96.7209,,,,,,,,,,,,,,,,,,,,
0.949239,22.6159,30.4197,89.4575,25.4654,56.4644,88.3998,8.17621,39.6691,96.5624,9.14082,49.2068,96.7206,,,,,,,,,,,,,,,,,,,,
0.951217,22.6034,30.4058,89.4626,25.4775,56.4428,88.3965,8.17079,39.6662,96.5638,9.14445,49.2003,96.7236,,,,,,,,,,,,,,,,,,,,
0.953194,22.5908,30.3925,89.4675,25.4892,56.4212,88.3929,8.16545,39.6628,96.5648,9.14801,49.1904,96.7279,,,,,,,,,,,,,,,,,,,,
0.955172,22.5772,30.3757,89.473,25.5019,56.4018,88.391,8.16061,39.6633,96.5652,9.15278,49.1737,96.7251,,,,,,,,,,,,,,,,,,,,
0.957149,22.5633,30.3574,89.4786,25.515,56.3833,88.3897,8.15597,39.6653,96.5653,9.15802,49.1543,96.7196,,,,,,,,,,,,,,,,,,,,
0.959127,22.5475,30.3408,89.4804,25.5277,56.3658,88.3851,8.15103,39.6673,96.5653,9.16351,49.1463,96.7173,,,,,,,,,,,,,,,,,,,,
0.961104,22.5309,30.325,89.4807,25.5403,56.3486,88.3793,8.14596,39.6693,96.5653,9.1691,49.1428,96.7163,,,,,,,,,,,,,,,,,,,,
0.963082,22.5178,30.3075,89.4809,25.5518,56.333,88.374,8.14196,39.6711,96.5665,9.17281,49.1385,96.7154,,,,,,,,,,,,,,,,,,,,
0.96506,22.5062,30.2893,89.4811,25.563,56.3181,88.3689,8.13837,39.6729,96.5682,9.17578,49.1338,96.7145,,,,,,,,,,,,,,,,,,,,
0.967037,22.4927,30.2741,89.4836,25.574,56.3006,88.3671,8.13414,39.6721,96.5712,9.1818,49.1341,96.7128,,,,,,,,,,,,,,,,,,,,
0.969015,22.4785,30.26,89.4871,25.5849,56.282,88.3666,8.12963,39.6703,96.5749,9.18906,49.1362,96.7108,,,,,,,,,,,,,,,,,,,,
0.970992,22.4655,30.2451,89.4906,25.5971,56.2671,88.3649,8.12281,39.6715,96.576,9.19419,49.1353,96.7099,,,,,,,,,,,,,,,,,,,,
0.97297,22.4531,30.23,89.4942,25.6098,56.2538,88.3626,8.11505,39.6739,96.5761,9.19844,49.1331,96.7094,,,,,,,,,,,,,,,,,,,,
0.974947,22.4368,30.2157,89.5025,25.6251,56.2367,88.3594,8.10996,39.673,96.5769,9.20429,49.1323,96.7073,,,,,,,,,,,,,,,,,,,,
0.976925,22.4191,30.2019,89.5127,25.6413,56.2181,88.3558,8.10598,39.6707,96.578,9.2108,49.1321,96.7046,,,,,,,,,,,,,,,,,,,,
0.978903,22.4029,30.1876,89.518,25.653,56.1932,88.3547,8.1021,39.6694,96.5793,9.217,49.1331,96.7041,,,,,,,,,,,,,,,,,,,,
0.98088,22.3873,30.1731,89.5212,25.6629,56.1658,88.3546,8.09826,39.6684,96.5807,9.22308,49.1345,96.7046,,,,,,,,,,,,,,,,,,,,
0.982858,22.374,30.1587,89.5259,25.6766,56.1463,88.3539,8.09423,39.6706,96.5811,9.22923,49.1319,96.7036,,,,,,,,,,,,,,,,,,,,
0.984835,22.3616,30.1442,89.5313,25.6917,56.1301,88.353,8.09013,39.6742,96.5811,9.23542,49.1277,96.7021,,,,,,,,,,,,,,,,,,,,
0.986813,22.3492,30.1305,89.5353,25.7047,56.1138,88.3487,8.08385,39.6726,96.5842,9.2421,49.1278,96.7006,,,,,,,,,,,,,,,,,,,,
0.988791,22.3368,30.1172,89.5387,25.7168,56.0975,88.343,8.07666,39.6687,96.5885,9.24898,49.1298,96.699,,,,,,,,,,,,,,,,,,,,
0.990768,22.3235,30.1035,89.5438,25.7295,56.081,88.3399,8.07092,39.6678,96.5897,9.25424,49.1298,96.6983,,,,,,,,,,,,,,,,,,,,
0.992746,22.31,30.0898,89.5495,25.7424,56.0646,88.3379,8.06578,39.6681,96.5897,9.25881,49.1291,96.6979,,,,,,,,,,,,,,,,,,,,
0.994723,22.2953,30.0735,89.5563,25.7556,56.0481,88.335,8.06162,39.6678,96.5907,9.2656,49.1282,96.6971,,,,,,,,,,,,,,,,,,,,
0.996701,22.2802,30.0563,89.5635,25.7688,56.0316,88.3317,8.05787,39.6672,96.5922,9.27331,49.1272,96.696,,,,,,,,,,,,,,,,,,,,
0.998678,22.2677,30.0398,89.5702,25.7806,56.0137,88.3283,8.05239,39.6668,96.5936,9.27905,49.1268,96.6958,,,,,,,,,,,,,,,,,,,,
1.00066,22.2563,30.0235,89.5766,25.7919,55.9953,88.3248,8.04617,39.6664,96.5951,9.28395,49.1267,96.696,,,,,,,,,,,,,,,,,,,,
1.00263,22.243,30.0034,89.5798,25.8035,55.9777,88.3202,8.04175,39.6656,96.5981,9.29102,49.1265,96.6944,,,,,,,,,,,,,,,,,,,,
1.00461,22.2289,29.9817,89.5817,25.8151,55.9604,88.3151,8.03808,39.6646,96.6018,9.29901,49.1263,96.6919,,,,,,,,,,,,,,,,,,,,
1.00659,22.2119,29.9621,89.5842,25.827,55.9381,88.3117,8.03449,39.6658,96.6045,9.3049,49.1262,96.6924,,,,,,,,,,,,,,,,,,,,
1.00857,22.1936,29.9435,89.5868,25.839,55.9136,88.3088,8.03093,39.6678,96.6068,9.30988,49.1263,96.6941,,,,,,,,,,,,,,,,,,,,
1.01054,22.1794,29.9305,89.5933,25.8527,55.8858,88.3028,8.02732,39.67,96.6078,9.31643,49.1261,96.6938,,,,,,,,,,,,,,,,,,,,
1.01252,22.1669,29.92,89.6015,25.8671,55.8565,88.2953,8.02369,39.6722,96.6082,9.32367,49.1258,96.6926,,,,,,,,,,,,,,,,,,,,
1.0145,22.1497,29.9049,89.6085,25.8793,55.8288,88.2905,8.01765,39.675,96.6088,9.3299,49.1254,96.6928,,,,,,,,,,,,,,,,,,,,
1.01648,22.1304,29.8879,89.6151,25.8906,55.8018,88.2867,8.01057,39.678,96.6095,9.33569,49.1249,96.6937,,,,,,,,,,,,,,,,,,,,
1.01845,22.1155,29.8723,89.624,25.9054,55.7849,88.2837,8.00504,39.6784,96.6108,9.34304,49.1246,96.694,,,,,,,,,,,,,,,,,,,,
1.02043,22.1026,29.8574,89.6338,25.9218,55.7725,88.2811,8.0002,39.6777,96.6124,9.35106,49.1242,96.6941,,,,,,,,,,,,,,,,,,,,
1.02241,22.0891,29.8444,89.6399,25.9336,55.7523,88.2765,7.99988,39.6778,96.6127,9.35798,49.1245,96.6929,,,,,,,,,,,,,,,,,,,,
1.02439,22.0756,29.8322,89.6442,25.9433,55.7288,88.2711,8.00153,39.6784,96.6125,9.36442,49.1251,96.691,,,,,,,,,,,,,,,,,,,,
1.02636,22.0627,29.8197,89.6488,25.959,55.7168,88.2709,7.99847,39.6829,96.6128,9.371,49.1245,96.6907,,,,,,,,,,,,,,,,,,,,
1.02834,22.0502,29.807,89.6535,25.9772,55.7098,88.273,7.99332,39.689,96.6134,9.37764,49.1234,96.6911,,,,,,,,,,,,,,,,,,,,
1.03032,22.0399,29.7973,89.6641,25.9911,55.6925,88.2675,7.9899,39.6924,96.614,9.38333,49.1241,96.6906,,,,,,,,,,,,,,,,,,,,
1.0323,22.0305,29.789,89.6773,26.003,55.6705,88.2586,7.98723,39.6944,96.6146,9.3886,49.1258,96.6899,,,,,,,,,,,,,,,,,,,,
1.03427,22.0147,29.7779,89.6828,26.0153,55.6501,88.2519,7.98437,39.6943,96.6151,9.39446,49.127,96.6906,,,,,,,,,,,,,,,,,,,,
1.03625,21.996,29.7654,89.6849,26.0279,55.6303,88.2461,7.98141,39.6931,96.6156,9.40059,49.128,96.6919,,,,,,,,,,,,,,,,,,,,
1.03823,21.9807,29.7532,89.6892,26.0452,55.6103,88.2462,7.97804,39.6956,96.6176,9.40811,49.1282,96.6909,,,,,,,,,,,,,,,,,,,,
1.04021,21.967,29.7411,89.6945,26.0647,55.5902,88.249,7.97448,39.6998,96.6203,9.41625,49.1281,96.6888,,,,,,,,,,,,,,,,,,,,
1.04219,21.9536,29.7284,89.699,26.0818,55.5716,88.2436,7.97053,39.7036,96.6225,9.42404,49.1288,96.6872,,,,,,,,,,,,,,,,,,,,
1.04416,21.9404,29.7155,89.7031,26.0978,55.5536,88.2345,7.96641,39.7072,96.6246,9.43167,49.1298,96.6859,,,,,,,,,,,,,,,,,,,,
1.04614,21.9227,29.7007,89.707,26.1146,55.5393,88.23,7.96355,39.7116,96.6264,9.43891,49.1298,96.6846,,,,,,,,,,,,,,,,,,,,
1.04812,21.9031,29.685,89.7107,26.1318,55.5265,88.2274,7.96125,39.7163,96.628,9.44597,49.1293,96.6833,,,,,,,,,,,,,,,,,,,,
1.0501,21.8873,29.6723,89.7159,26.1472,55.5122,88.2248,7.95761,39.7184,96.629,9.45316,49.1319,96.6824,,,,,,,,,,,,,,,,,,,,
1.05207,21.8732,29.6611,89.7216,26.1618,55.4972,88.2222,7.95335,39.7192,96.6298,9.4604,49.136,96.6818,,,,,,,,,,,,,,,,,,,,
1.05405,21.8576,29.6485,89.7242,26.1788,55.4802,88.2188,7.94984,39.721,96.6323,9.46708,49.1361,96.6809,,,,,,,,,,,,,,,,,,,,
1.05603,21.8412,29.6352,89.7252,26.197,55.4624,88.2151,7.94667,39.7234,96.6356,9.47349,49.1343,96.6798,,,,,,,,,,,,,,,,,,,,
1.05801,21.8274,29.6223,89.7319,26.2133,55.4435,88.2115,7.942,39.7236,96.6388,9.48195,49.136,96.6788,,,,,,,,,,,,,,,,,,,,
1.05998,21.8147,29.6095,89.7413,26.2288,55.4242,88.208,7.93665,39.7229,96.642,9.49134,49.1393,96.678,,,,,,,,,,,,,,,,,,,,
