Frame,Event,Time (s),Club:CH,,,,,,
,,,X,Y,Z,,,,
578,,-0.493,-27.4,-54.8,203.3,,,,
579,,-0.492,-27.8,-53.8,204.1,,,,
580,,-0.491,-28.1,-52.7,204.8,,,,
581,,-0.49,-28.5,-51.6,205.6,,,,
582,,-0.489,-28.9,-50.6,206.3,,,,
583,,-0.488,-29.2,-49.5,207.1,,,,
584,,-0.487,-29.6,-48.4,207.8,,,,
585,,-0.486,-29.9,-47.3,208.5,,,,
586,,-0.485,-30.2,-46.2,209.2,,,,
587,,-0.484,-30.6,-45.1,209.9,,,,
588,,-0.483,-30.9,-43.9,210.6,,,,
589,,-0.482,-31.2,-42.8,211.3,,,,
590,,-0.481,-31.5,-41.7,212.0,,,,
591,,-0.48,-31.8,-40.5,212.6,,,,
592,LBA,-0.479,-32.0,-39.4,213.3,,,,
593,,-0.478,-32.3,-38.2,213.9,,,,
594,,-0.477,-32.6,-37.0,214.5,,,,
595,,-0.476,-32.9,-35.8,215.2,,,,
596,,-0.475,-33.1,-34.7,215.8,,,,
597,,-0.474,-33.3,-33.5,216.4,,,,
598,,-0.473,-33.6,-32.3,217.0,,,,
599,,-0.472,-33.8,-31.1,217.6,,,,
600,,-0.471,-34.0,-29.8,218.2,,,,
601,,-0.47,-34.2,-28.6,218.7,,,,
602,,-0.469,-34.4,-27.4,219.3,,,,
603,,-0.468,-34.6,-26.2,219.8,,,,
604,,-0.467,-34.8,-24.9,220.4,,,,
605,,-0.466,-35.0,-23.7,220.9,,,,
606,,-0.465,-35.2,-22.5,221.4,,,,
607,,-0.464,-35.3,-21.2,221.9,,,,
608,,-0.463,-35.5,-20.0,222.4,,,,
609,,-0.462,-35.6,-18.7,222.9,,,,
610,,-0.461,-35.8,-17.4,223.3,,,,
611,,-0.46,-35.9,-16.2,223.8,,,,
612,,-0.459,-36.0,-14.9,224.2,,,,
613,,-0.458,-36.1,-13.6,224.7,,,,
614,,-0.457,-36.2,-12.4,225.1,,,,
615,,-0.456,-36.3,-11.1,225.5,,,,
616,,-0.455,-36.3,-9.8,225.9,,,,
617,,-0.454,-36.4,-8.5,226.3,,,,
618,LB,-0.453,-36.4,-7.2,226.7,,,,
619,,-0.452,-36.5,-5.9,227.1,,,,
620,,-0.451,-36.5,-4.7,227.4,,,,
621,,-0.45,-36.5,-3.4,227.7,,,,
622,,-0.449,-36.6,-2.1,228.1,,,,
623,,-0.448,-36.6,-0.8,228.4,,,,
624,,-0.447,-36.6,0.5,228.7,,,,
625,,-0.446,-36.6,1.8,229.0,,,,
626,,-0.445,-36.6,3.1,229.3,,,,
627,,-0.444,-36.6,4.4,229.6,,,,
628,,-0.443,-36.5,5.7,229.8,,,,
629,,-0.442,-36.5,7.0,230.1,,,,
630,,-0.441,-36.5,8.3,230.3,,,,
631,,-0.44,-36.4,9.6,230.5,,,,
632,,-0.439,-36.4,10.9,230.7,,,,
633,,-0.438,-36.3,12.2,230.9,,,,
634,,-0.437,-36.2,13.5,231.1,,,,
635,,-0.436,-36.1,14.8,231.3,,,,
636,,-0.435,-36.0,16.1,231.5,,,,
637,,-0.434,-35.9,17.4,231.6,,,,
638,,-0.433,-35.8,18.7,231.7,,,,
639,,-0.432,-35.7,20.0,231.9,,,,
640,,-0.431,-35.6,21.2,232.0,,,,
641,,-0.43,-35.5,22.5,232.1,,,,
642,,-0.429,-35.3,23.8,232.2,,,,
643,,-0.428,-35.2,25.1,232.3,,,,
644,,-0.427,-35.0,26.3,232.3,,,,
645,,-0.426,-34.9,27.6,232.4,,,,
646,,-0.425,-34.7,28.9,232.5,,,,
647,,-0.424,-34.5,30.1,232.5,,,,
648,,-0.423,-34.3,31.4,232.5,,,,
649,,-0.422,-34.2,32.6,232.5,,,,
650,,-0.421,-34.0,33.9,232.5,,,,
651,,-0.42,-33.7,35.1,232.5,,,,
652,,-0.419,-33.5,36.3,232.5,,,,
653,,-0.418,-33.3,37.6,232.5,,,,
654,,-0.417,-33.1,38.8,232.4,,,,
655,,-0.416,-32.8,40.0,232.4,,,,
656,,-0.415,-32.6,41.2,232.3,,,,
657,,-0.414,-32.3,42.4,232.2,,,,
658,,-0.413,-32.1,43.6,232.1,,,,
659,,-0.412,-31.8,44.8,232.0,,,,
660,,-0.411,-31.6,46.0,231.9,,,,
661,,-0.41,-31.3,47.2,231.8,,,,
662,,-0.409,-31.0,48.3,231.7,,,,
663,,-0.408,-30.7,49.5,231.6,,,,
664,,-0.407,-30.4,50.6,231.4,,,,
665,,-0.406,-30.1,51.8,231.3,,,,
666,,-0.405,-29.8,52.9,231.1,,,,
667,,-0.404,-29.5,54.1,230.9,,,,
668,,-0.403,-29.1,55.2,230.8,,,,
669,,-0.402,-28.8,56.3,230.6,,,,
670,,-0.401,-28.5,57.4,230.4,,,,
671,,-0.4,-28.1,58.5,230.2,,,,
672,,-0.399,-27.8,59.6,229.9,,,,
673,,-0.398,-27.4,60.7,229.7,,,,
674,,-0.397,-27.1,61.8,229.5,,,,
675,,-0.396,-26.7,62.8,229.3,,,,
676,,-0.395,-26.4,63.9,229.0,,,,
677,,-0.394,-26.0,64.9,228.8,,,,
678,,-0.393,-25.6,66.0,228.5,,,,
679,,-0.392,-25.2,67.0,228.2,,,,
680,,-0.391,-24.9,68.0,228.0,,,,
681,,-0.39,-24.5,69.0,227.7,,,,
682,,-0.389,-24.1,70.0,227.4,,,,
683,,-0.388,-23.7,71.0,227.1,,,,
684,,-0.387,-23.3,72.0,226.8,,,,
685,,-0.386,-22.9,73.0,226.5,,,,
686,,-0.385,-22.5,73.9,226.2,,,,
687,,-0.384,-22.1,74.9,225.9,,,,
688,,-0.383,-21.7,75.8,225.5,,,,
689,,-0.382,-21.3,76.7,225.2,,,,
690,,-0.381,-20.9,77.7,224.9,,,,
691,,-0.38,-20.5,78.6,224.5,,,,
692,,-0.379,-20.1,79.5,224.2,,,,
693,,-0.378,-19.6,80.4,223.8,,,,
694,,-0.377,-19.2,81.2,223.5,,,,
695,,-0.376,-18.8,82.1,223.1,,,,
696,,-0.375,-18.4,83.0,222.8,,,,
697,,-0.374,-18.0,83.8,222.4,,,,
698,,-0.373,-17.5,84.7,222.0,,,,
699,,-0.372,-17.1,85.5,221.7,,,,
700,,-0.371,-16.7,86.3,221.3,,,,
701,,-0.37,-16.3,87.1,220.9,,,,
702,,-0.369,-15.8,87.9,220.5,,,,
703,,-0.368,-15.4,88.7,220.2,,,,
704,,-0.367,-15.0,89.5,219.8,,,,
705,,-0.366,-14.6,90.2,219.4,,,,
706,,-0.365,-14.1,91.0,219.0,,,,
707,,-0.364,-13.7,91.7,218.6,,,,
708,,-0.363,-13.3,92.5,218.2,,,,
709,,-0.362,-12.8,93.2,217.8,,,,
710,,-0.361,-12.4,93.9,217.4,,,,
711,,-0.36,-12.0,94.6,217.0,,,,
712,,-0.359,-11.6,95.3,216.6,,,,
713,,-0.358,-11.1,96.0,216.2,,,,
714,,-0.357,-10.7,96.7,215.8,,,,
715,,-0.356,-10.3,97.3,215.4,,,,
716,,-0.355,-9.9,98.0,215.0,,,,
717,,-0.354,-9.5,98.6,214.6,,,,
718,,-0.353,-9.0,99.3,214.1,,,,
719,,-0.352,-8.6,99.9,213.7,,,,
720,,-0.351,-8.2,100.5,213.3,,,,
721,,-0.35,-7.8,101.1,212.9,,,,
722,,-0.349,-7.4,101.7,212.5,,,,
723,,-0.348,-7.0,102.3,212.1,,,,
724,,-0.347,-6.6,102.9,211.7,,,,
725,,-0.346,-6.2,103.5,211.3,,,,
726,,-0.345,-5.8,104.0,210.9,,,,
727,,-0.344,-5.4,104.6,210.4,,,,
728,,-0.343,-5.0,105.2,210.0,,,,
729,,-0.342,-4.6,105.7,209.6,,,,
730,,-0.341,-4.2,106.2,209.2,,,,
731,,-0.34,-3.8,106.7,208.8,,,,
732,,-0.339,-3.4,107.3,208.4,,,,
733,,-0.338,-3.0,107.8,208.0,,,,
734,,-0.337,-2.6,108.3,207.6,,,,
735,,-0.336,-2.2,108.8,207.2,,,,
736,,-0.335,-1.9,109.2,206.7,,,,
737,,-0.334,-1.5,109.7,206.3,,,,
738,,-0.333,-1.1,110.2,205.9,,,,
739,,-0.332,-0.8,110.6,205.5,,,,
740,,-0.331,-0.4,111.1,205.1,,,,
741,,-0.33,0.0,111.5,204.7,,,,
742,,-0.329,0.3,112.0,204.3,,,,
743,,-0.328,0.6,112.4,203.9,,,,
744,,-0.327,1.0,112.8,203.5,,,,
745,,-0.326,1.3,113.2,203.1,,,,
746,,-0.325,1.7,113.6,202.8,,,,
747,,-0.324,2.0,114.0,202.4,,,,
748,,-0.323,2.3,114.4,202.0,,,,
749,,-0.322,2.7,114.8,201.6,,,,
750,,-0.321,3.0,115.2,201.2,,,,
751,,-0.32,3.3,115.6,200.8,,,,
752,,-0.319,3.6,115.9,200.5,,,,
753,,-0.318,3.9,116.3,200.1,,,,
754,,-0.317,4.3,116.6,199.7,,,,
755,,-0.316,4.6,117.0,199.3,,,,
756,,-0.315,4.9,117.3,199.0,,,,
757,,-0.314,5.2,117.7,198.6,,,,
758,,-0.313,5.5,118.0,198.2,,,,
759,,-0.312,5.8,118.3,197.9,,,,
760,,-0.311,6.1,118.6,197.5,,,,
761,,-0.31,6.4,118.9,197.2,,,,
762,,-0.309,6.6,119.2,196.8,,,,
763,,-0.308,6.9,119.5,196.5,,,,
764,,-0.307,7.2,119.8,196.1,,,,
765,EPR,-0.306,7.5,120.1,195.8,,,,
766,,-0.305,7.7,120.4,195.4,,,,
767,,-0.304,8.0,120.7,195.1,,,,
768,,-0.303,8.3,120.9,194.8,,,,
769,,-0.302,8.5,121.2,194.4,,,,
770,,-0.301,8.8,121.4,194.1,,,,
771,,-0.3,9.0,121.7,193.8,,,,
772,,-0.299,9.2,121.9,193.5,,,,
773,,-0.298,9.5,122.2,193.1,,,,
774,,-0.297,9.7,122.4,192.8,,,,
775,,-0.296,9.9,122.7,192.5,,,,
776,,-0.295,10.2,122.9,192.2,,,,
777,,-0.294,10.4,123.1,191.9,,,,
778,,-0.293,10.6,123.3,191.6,,,,
779,,-0.292,10.8,123.6,191.3,,,,
780,,-0.291,11.0,123.8,191.0,,,,
781,,-0.29,11.2,124.0,190.7,,,,
782,,-0.289,11.4,124.2,190.4,,,,
783,,-0.288,11.6,124.4,190.1,,,,
784,,-0.287,11.8,124.6,189.8,,,,
785,,-0.286,12.0,124.8,189.6,,,,
786,,-0.285,12.2,125.0,189.3,,,,
787,,-0.284,12.3,125.1,189.0,,,,
788,,-0.283,12.5,125.3,188.8,,,,
789,,-0.282,12.7,125.5,188.5,,,,
790,,-0.281,12.8,125.7,188.2,,,,
791,,-0.28,13.0,125.8,188.0,,,,
792,,-0.279,13.1,126.0,187.7,,,,
793,,-0.278,13.3,126.2,187.5,,,,
794,,-0.277,13.4,126.3,187.2,,,,
795,,-0.276,13.6,126.5,187.0,,,,
796,,-0.275,13.7,126.6,186.7,,,,
797,,-0.274,13.8,126.8,186.5,,,,
798,,-0.273,13.9,126.9,186.3,,,,
799,,-0.272,14.1,127.0,186.1,,,,
800,,-0.271,14.2,127.2,185.8,,,,
801,,-0.27,14.3,127.3,185.6,,,,
802,,-0.269,14.4,127.4,185.4,,,,
803,,-0.268,14.5,127.6,185.2,,,,
804,,-0.267,14.6,127.7,185.0,,,,
805,,-0.266,14.7,127.8,184.8,,,,
806,,-0.265,14.8,127.9,184.6,,,,
807,,-0.264,14.8,128.0,184.4,,,,
808,,-0.263,14.9,128.1,184.2,,,,
809,,-0.262,15.0,128.2,184.0,,,,
810,,-0.261,15.0,128.3,183.8,,,,
811,,-0.26,15.1,128.4,183.6,,,,
812,,-0.259,15.2,128.5,183.4,,,,
813,,-0.258,15.2,128.6,183.3,,,,
814,,-0.257,15.3,128.7,183.1,,,,
815,,-0.256,15.3,128.8,182.9,,,,
816,,-0.255,15.3,128.9,182.8,,,,
817,,-0.254,15.4,129.0,182.6,,,,
818,,-0.253,15.4,129.0,182.5,,,,
819,,-0.252,15.4,129.1,182.3,,,,
820,,-0.251,15.4,129.2,182.2,,,,
821,,-0.25,15.4,129.3,182.0,,,,
822,,-0.249,15.5,129.3,181.9,,,,
823,,-0.248,15.5,129.4,181.7,,,,
824,,-0.247,15.5,129.4,181.6,,,,
825,,-0.246,15.4,129.5,181.5,,,,
826,,-0.245,15.4,129.6,181.4,,,,
827,,-0.244,15.4,129.6,181.2,,,,
828,,-0.243,15.4,129.7,181.1,,,,
829,,-0.242,15.4,129.7,181.0,,,,
830,,-0.241,15.3,129.7,180.9,,,,
831,,-0.24,15.3,129.8,180.8,,,,
832,,-0.239,15.3,129.8,180.7,,,,
833,,-0.238,15.2,129.8,180.6,,,,
834,,-0.237,15.2,129.9,180.5,,,,
835,TB,-0.236,15.1,129.9,180.4,,,,
836,,-0.235,15.0,129.9,180.3,,,,
837,,-0.234,15.0,129.9,180.3,,,,
838,,-0.233,14.9,129.9,180.2,,,,
839,,-0.232,14.8,129.9,180.1,,,,
840,,-0.231,14.7,129.9,180.0,,,,
841,,-0.23,14.7,129.9,180.0,,,,
842,,-0.229,14.6,129.9,179.9,,,,
843,,-0.228,14.5,129.9,179.8,,,,
844,,-0.227,14.4,129.9,179.8,,,,
845,,-0.226,14.3,129.9,179.7,,,,
846,,-0.225,14.2,129.9,179.7,,,,
847,,-0.224,14.0,129.9,179.6,,,,
848,,-0.223,13.9,129.8,179.6,,,,
849,,-0.222,13.8,129.8,179.5,,,,
850,,-0.221,13.7,129.8,179.5,,,,
851,,-0.22,13.5,129.7,179.5,,,,
852,,-0.219,13.4,129.7,179.4,,,,
853,,-0.218,13.2,129.6,179.4,,,,
854,,-0.217,13.1,129.6,179.4,,,,
855,,-0.216,12.9,129.5,179.4,,,,
856,,-0.215,12.7,129.5,179.3,,,,
857,,-0.214,12.6,129.4,179.3,,,,
858,,-0.213,12.4,129.3,179.3,,,,
859,,-0.212,12.2,129.3,179.3,,,,
860,,-0.211,12.0,129.2,179.3,,,,
861,,-0.21,11.8,129.1,179.3,,,,
862,,-0.209,11.6,129.0,179.3,,,,
863,,-0.208,11.4,128.9,179.3,,,,
864,,-0.207,11.2,128.8,179.3,,,,
865,,-0.206,11.0,128.7,179.3,,,,
866,,-0.205,10.8,128.6,179.3,,,,
867,,-0.204,10.6,128.5,179.3,,,,
868,,-0.203,10.4,128.3,179.3,,,,
869,,-0.202,10.1,128.2,179.3,,,,
870,,-0.201,9.9,128.1,179.4,,,,
871,,-0.2,9.7,127.9,179.4,,,,
872,,-0.199,9.4,127.8,179.4,,,,
873,,-0.198,9.2,127.6,179.4,,,,
874,,-0.197,8.9,127.5,179.5,,,,
875,,-0.196,8.6,127.3,179.5,,,,
876,,-0.195,8.4,127.1,179.5,,,,
877,,-0.194,8.1,127.0,179.6,,,,
878,,-0.193,7.8,126.8,179.6,,,,
879,,-0.192,7.5,126.6,179.7,,,,
880,,-0.191,7.2,126.4,179.7,,,,
881,,-0.19,6.9,126.2,179.8,,,,
882,,-0.189,6.6,126.0,179.8,,,,
883,,-0.188,6.3,125.7,179.9,,,,
884,,-0.187,6.0,125.5,179.9,,,,
885,,-0.186,5.7,125.3,180.0,,,,
886,,-0.185,5.4,125.0,180.0,,,,
887,,-0.184,5.0,124.8,180.1,,,,
888,,-0.183,4.7,124.5,180.2,,,,
889,,-0.182,4.4,124.2,180.2,,,,
890,,-0.181,4.0,123.9,180.3,,,,
891,,-0.18,3.7,123.7,180.4,,,,
892,,-0.179,3.3,123.4,180.4,,,,
893,,-0.178,3.0,123.0,180.5,,,,
894,,-0.177,2.6,122.7,180.6,,,,
895,,-0.176,2.2,122.4,180.6,,,,
896,,-0.175,1.9,122.0,180.7,,,,
897,,-0.174,1.5,121.7,180.8,,,,
898,,-0.173,1.1,121.3,180.9,,,,
899,,-0.172,0.7,121.0,181.0,,,,
900,,-0.171,0.3,120.6,181.1,,,,
901,,-0.17,-0.1,120.2,181.2,,,,
902,,-0.169,-0.5,119.8,181.2,,,,
903,,-0.168,-0.9,119.3,181.3,,,,
904,,-0.167,-1.3,118.9,181.4,,,,
905,,-0.166,-1.7,118.5,181.5,,,,
906,,-0.165,-2.2,118.0,181.6,,,,
907,,-0.164,-2.6,117.5,181.7,,,,
908,,-0.163,-3.0,117.1,181.8,,,,
909,,-0.162,-3.4,116.6,181.9,,,,
910,,-0.161,-3.9,116.1,182.0,,,,
911,,-0.16,-4.3,115.5,182.1,,,,
912,,-0.159,-4.8,115.0,182.2,,,,
913,,-0.158,-5.2,114.5,182.4,,,,
914,,-0.157,-5.7,113.9,182.5,,,,
915,,-0.156,-6.1,113.3,182.6,,,,
916,,-0.155,-6.6,112.7,182.7,,,,
917,,-0.154,-7.1,112.1,182.8,,,,
918,,-0.153,-7.5,111.5,182.9,,,,
919,,-0.152,-8.0,110.9,183.1,,,,
920,,-0.151,-8.5,110.2,183.2,,,,
921,,-0.15,-9.0,109.5,183.3,,,,
922,,-0.149,-9.4,108.9,183.4,,,,
923,,-0.148,-9.9,108.2,183.6,,,,
924,,-0.147,-10.4,107.4,183.7,,,,
925,,-0.146,-10.9,106.7,183.8,,,,
926,,-0.145,-11.4,106.0,183.9,,,,
927,,-0.144,-11.9,105.2,184.1,,,,
928,,-0.143,-12.4,104.4,184.2,,,,
929,,-0.142,-13.0,103.6,184.3,,,,
930,,-0.141,-13.5,102.8,184.5,,,,
931,,-0.14,-14.0,101.9,184.6,,,,
932,,-0.139,-14.5,101.1,184.7,,,,
933,,-0.138,-15.0,100.2,184.9,,,,
934,,-0.137,-15.6,99.3,185.0,,,,
935,,-0.136,-16.1,98.4,185.1,,,,
936,,-0.135,-16.6,97.4,185.3,,,,
937,,-0.134,-17.1,96.4,185.4,,,,
938,,-0.133,-17.7,95.4,185.5,,,,
939,,-0.132,-18.2,94.4,185.7,,,,
940,,-0.131,-18.7,93.4,185.8,,,,
941,,-0.13,-19.3,92.3,185.9,,,,
942,,-0.129,-19.8,91.3,186.1,,,,
943,,-0.128,-20.3,90.2,186.2,,,,
944,,-0.127,-20.9,89.0,186.3,,,,
945,,-0.126,-21.4,87.9,186.4,,,,
946,,-0.125,-21.9,86.7,186.6,,,,
947,,-0.124,-22.5,85.5,186.7,,,,
948,,-0.123,-23.0,84.2,186.8,,,,
949,,-0.122,-23.5,83.0,186.9,,,,
950,,-0.121,-24.0,81.7,187.0,,,,
951,,-0.12,-24.6,80.4,187.1,,,,
952,,-0.119,-25.1,79.0,187.2,,,,
953,,-0.118,-25.6,77.6,187.3,,,,
954,,-0.117,-26.1,76.2,187.4,,,,
955,,-0.116,-26.6,74.8,187.4,,,,
956,EDA,-0.115,-27.0,73.3,187.5,,,,
957,,-0.114,-27.5,71.8,187.6,,,,
958,,-0.113,-28.0,70.3,187.6,,,,
959,,-0.112,-28.4,68.8,187.6,,,,
960,,-0.111,-28.9,67.2,187.7,,,,
961,,-0.11,-29.3,65.5,187.7,,,,
962,,-0.109,-29.7,63.9,187.7,,,,
963,,-0.108,-30.1,62.2,187.6,,,,
964,,-0.107,-30.5,60.5,187.6,,,,
965,,-0.106,-30.9,58.7,187.6,,,,
966,,-0.105,-31.2,56.9,187.5,,,,
967,,-0.104,-31.5,55.1,187.4,,,,
968,,-0.103,-31.9,53.2,187.3,,,,
969,,-0.102,-32.1,51.3,187.1,,,,
970,,-0.101,-32.4,49.4,187.0,,,,
971,,-0.1,-32.6,47.4,186.8,,,,
972,,-0.099,-32.8,45.4,186.6,,,,
973,,-0.098,-33.0,43.4,186.4,,,,
974,,-0.097,-33.1,41.4,186.1,,,,
975,,-0.096,-33.3,39.3,185.8,,,,
976,,-0.095,-33.3,37.1,185.5,,,,
977,,-0.094,-33.4,35.0,185.1,,,,
978,,-0.093,-33.4,32.8,184.7,,,,
979,,-0.092,-33.4,30.6,184.3,,,,
980,,-0.091,-33.3,28.3,183.8,,,,
981,,-0.09,-33.2,26.1,183.3,,,,
982,,-0.089,-33.1,23.8,182.8,,,,
983,,-0.088,-32.9,21.5,182.2,,,,
984,,-0.087,-32.7,19.1,181.5,,,,
985,,-0.086,-32.4,16.7,180.8,,,,
986,,-0.085,-32.0,14.4,180.1,,,,
987,,-0.084,-31.7,12.0,179.3,,,,
988,ED,-0.083,-31.2,9.5,178.5,,,,
989,,-0.082,-30.7,7.1,177.6,,,,
990,,-0.081,-30.2,4.7,176.7,,,,
991,,-0.08,-29.6,2.2,175.7,,,,
992,,-0.079,-28.9,-0.2,174.7,,,,
993,,-0.078,-28.2,-2.7,173.6,,,,
994,,-0.077,-27.4,-5.1,172.4,,,,
995,,-0.076,-26.6,-7.6,171.2,,,,
996,,-0.075,-25.7,-10.1,169.9,,,,
997,,-0.074,-24.7,-12.5,168.6,,,,
998,,-0.073,-23.7,-14.9,167.2,,,,
999,,-0.072,-22.6,-17.3,165.7,,,,
1000,,-0.071,-21.4,-19.7,164.2,,,,
1001,,-0.07,-20.2,-22.1,162.6,,,,
1002,,-0.069,-18.9,-24.4,161.0,,,,
1003,,-0.068,-17.5,-26.8,159.2,,,,
1004,,-0.067,-16.0,-29.0,157.4,,,,
1005,,-0.066,-14.5,-31.3,155.6,,,,
1006,,-0.065,-12.9,-33.4,153.7,,,,
1007,,-0.064,-11.3,-35.6,151.7,,,,
1008,,-0.063,-9.6,-37.7,149.6,,,,
1009,,-0.062,-7.8,-39.7,147.5,,,,
1010,,-0.061,-5.9,-41.7,145.3,,,,
1011,,-0.06,-4.0,-43.5,143.0,,,,
1012,,-0.059,-2.0,-45.4,140.7,,,,
1013,,-0.058,0.1,-47.1,138.3,,,,
1014,,-0.057,2.2,-48.8,135.8,,,,
1015,,-0.056,4.4,-50.4,133.3,,,,
1016,,-0.055,6.6,-51.8,130.7,,,,
1017,,-0.054,9.0,-53.2,128.1,,,,
1018,,-0.053,11.3,-54.5,125.4,,,,
1019,,-0.052,13.8,-55.7,122.7,,,,
1020,,-0.051,16.3,-56.7,119.9,,,,
1021,,-0.05,18.8,-57.7,117.1,,,,
1022,,-0.049,21.4,-58.5,114.2,,,,
1023,,-0.048,24.1,-59.2,111.2,,,,
1024,,-0.047,26.8,-59.8,108.3,,,,
1025,,-0.046,29.5,-60.2,105.3,,,,
1026,,-0.045,32.3,-60.5,102.2,,,,
1027,,-0.044,35.1,-60.7,99.2,,,,
1028,,-0.043,38.0,-60.7,96.1,,,,
1029,,-0.042,40.8,-60.6,93.0,,,,
1030,,-0.041,43.7,-60.3,89.8,,,,
1031,,-0.04,46.6,-59.9,86.7,,,,
1032,,-0.039,49.6,-59.3,83.5,,,,
1033,MD,-0.038,52.5,-58.6,80.3,,,,
1034,,-0.037,55.5,-57.7,77.2,,,,
1035,,-0.036,58.4,-56.6,74.0,,,,
1036,,-0.035,61.3,-55.4,70.9,,,,
1037,,-0.034,64.3,-54.0,67.7,,,,
1038,,-0.033,67.2,-52.4,64.6,,,,
1039,,-0.032,70.1,-50.7,61.6,,,,
1040,,-0.031,72.9,-48.8,58.5,,,,
1041,,-0.03,75.8,-46.8,55.5,,,,
1042,,-0.029,78.6,-44.6,52.5,,,,
1043,,-0.028,81.4,-42.2,49.6,,,,
1044,,-0.027,84.1,-39.7,46.7,,,,
1045,,-0.026,86.8,-37.0,43.9,,,,
1046,,-0.025,89.4,-34.1,41.2,,,,
1047,,-0.024,92.0,-31.1,38.5,,,,
1048,,-0.023,94.5,-27.9,35.9,,,,
1049,,-0.022,96.9,-24.6,33.3,,,,
1050,,-0.021,99.3,-21.2,30.9,,,,
1051,,-0.02,101.6,-17.6,28.5,,,,
1052,,-0.019,103.8,-13.8,26.3,,,,
1053,,-0.018,105.9,-10.0,24.1,,,,
1054,,-0.017,108.0,-5.9,22.0,,,,
1055,,-0.016,109.9,-1.8,20.1,,,,
1056,,-0.015,111.8,2.4,18.2,,,,
1057,,-0.014,113.5,6.8,16.5,,,,
1058,,-0.013,115.1,11.3,14.8,,,,
1059,,-0.012,116.6,15.8,13.3,,,,
1060,,-0.011,118.0,20.5,11.9,,,,
1061,,-0.01,119.3,25.2,10.7,,,,
1062,,-0.009,120.5,30.0,9.6,,,,
1063,,-0.008,121.5,34.9,8.6,,,,
1064,,-0.007,122.4,39.8,7.7,,,,
1065,,-0.006,123.2,44.8,7.0,,,,
1066,,-0.005,123.8,49.8,6.4,,,,
1067,,-0.004,124.3,54.8,6.0,,,,
1068,,-0.003,124.7,59.8,5.7,,,,
1069,,-0.002,124.9,64.8,5.5,,,,
1070,,-0.001,125.0,69.8,5.5,,,,
1071,BI,0,125.0,74.8,5.6,,,,
1072,,0.001,124.8,79.8,5.8,,,,
1073,,0.002,124.6,84.7,6.1,,,,
1074,,0.003,124.1,89.6,6.6,,,,
1075,,0.004,123.6,94.4,7.3,,,,
1076,,0.005,123.0,99.2,8.0,,,,
1077,,0.006,122.2,103.9,8.9,,,,
1078,,0.007,121.3,108.5,9.8,,,,
1079,,0.008,120.3,113.1,10.9,,,,
1080,,0.009,119.2,117.6,12.2,,,,
1081,,0.01,117.9,122.0,13.5,,,,
1082,,0.011,116.6,126.3,14.9,,,,
1083,,0.012,115.1,130.6,16.5,,,,
1084,,0.013,113.6,134.7,18.1,,,,
1085,,0.014,111.9,138.8,19.9,,,,
1086,,0.015,110.1,142.8,21.7,,,,
1087,,0.016,108.3,146.7,23.7,,,,
1088,,0.017,106.4,150.4,25.7,,,,
1089,,0.018,104.3,154.1,27.8,,,,
1090,,0.019,102.2,157.7,30.1,,,,
1091,,0.02,100.0,161.1,32.4,,,,
1092,,0.021,97.8,164.4,34.7,,,,
1093,,0.022,95.5,167.6,37.2,,,,
1094,,0.023,93.1,170.7,39.7,,,,
1095,,0.024,90.7,173.6,42.3,,,,
1096,,0.025,88.2,176.4,45.0,,,,
1097,,0.026,85.6,179.1,47.8,,,,
1098,,0.027,83.0,181.6,50.6,,,,
1099,,0.028,80.4,184.1,53.4,,,,
1100,,0.029,77.7,186.3,56.3,,,,
1101,,0.03,75.0,188.5,59.3,,,,
1102,,0.031,72.3,190.4,62.3,,,,
1103,,0.032,69.5,192.3,65.3,,,,
1104,,0.033,66.7,194.0,68.4,,,,
1105,,0.034,63.9,195.6,71.5,,,,
1106,,0.035,61.1,197.0,74.7,,,,
1107,,0.036,58.3,198.3,77.8,,,,
1108,,0.037,55.5,199.5,81.0,,,,
1109,,0.038,52.6,200.5,84.2,,,,
1110,,0.039,49.8,201.4,87.4,,,,
1111,,0.04,47.0,202.1,90.6,,,,
1112,,0.041,44.2,202.8,93.8,,,,
1113,,0.042,41.3,203.3,97.0,,,,
1114,,0.043,38.5,203.6,100.2,,,,
1115,MF,0.044,35.7,203.8,103.3,,,,
1116,,0.045,32.9,204.0,106.5,,,,
1117,,0.046,30.2,203.9,109.6,,,,
1118,,0.047,27.4,203.8,112.8,,,,
1119,,0.048,24.7,203.6,115.8,,,,
1120,,0.049,22.0,203.2,118.9,,,,
1121,,0.05,19.3,202.7,122.0,,,,
1122,,0.051,16.7,202.2,125.0,,,,
1123,,0.052,14.1,201.5,128.0,,,,
1124,,0.053,11.6,200.7,130.9,,,,
1125,,0.054,9.0,199.8,133.8,,,,
1126,,0.055,6.6,198.9,136.7,,,,
1127,,0.056,4.1,197.8,139.5,,,,
1128,,0.057,1.8,196.7,142.3,,,,
1129,,0.058,-0.6,195.5,145.1,,,,
1130,,0.059,-2.9,194.2,147.8,,,,
1131,,0.06,-5.1,192.9,150.5,,,,
1132,,0.061,-7.3,191.4,153.1,,,,
1133,,0.062,-9.4,190.0,155.7,,,,
1134,,0.063,-11.5,188.4,158.3,,,,
1135,,0.064,-13.5,186.8,160.8,,,,
1136,,0.065,-15.4,185.1,163.3,,,,
1137,,0.066,-17.3,183.4,165.7,,,,
1138,,0.067,-19.2,181.6,168.1,,,,
